
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,TARA ENERGY,PTC Plan - 24,12.8 cents,12.5 cents,12.4 cents,Fixed,24 months,$175.00 per ESIID,Otherwise $175).,10%,PDFs/TARA ENERGY-1.pdf,Terms of Services/TARA ENERGY-1.pdf,https://www.taraenergy.com/Residential/Plans-and-Prices/promocode/ptc,https://webs.taraenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=nsHMnWT0EBQ=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=,https://webs.taraenergy.com/Generate_Docs/TosyracLink.aspx?RID=nsHMnWT0EBQ=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=,(866) 438-8272,Additional Charges & Fees  the bill due date. You will be  responsible for any non-recurring fees assessed by the TDSP and Additionally you remain  responsible for any non-recurring charges from your TDSP.00  and (iv) all recurring charges. The average price does not include state and local sales taxes reimbursement for the state miscellaneous gross  receipts tax or non-recurring charges such as (for illustration purposes only) special meter read What other fees may I be charged? Late Fee:  5% of your late bill  s past due amount See the   Additional  Charges and Fees  and "JustGreen Product" section of Terms of  Service for more details.,  , Your electricity requirements at the service location or ESI ID designated by you on your  Enrollment or Renewal Form will be served under this Agreement. Your initial length of service is  indicated on your Enrollment or Renewal Form. If you fail to renew  your contract with Tara Energy or switch to another REP your service will automatically continue on a month-to-month basis after the  expiration of your initial contract on the Default Renewal Product which is a variable price product whose price will be determined by  current market conditions until cancelled by either you or Tara Energy. If the commodity plan automatically includes JustGreen then JustGreen cannot be discontinued without  switching plans.99 per month to offset up  to 100% of your energy usage with renewable energy if JustGreen is not automatically included in your plan. ,$0.00,$2.26,,2,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,WINDROSE ENERGY,Windrose Saver 18,12.0 cents,11.1 cents,10.6 cents,Fixed,18 months,$125.00,Yes; $125 One time associated with terminating service?,15%,PDFs/WINDROSE ENERGY-2.pdf,Terms of Services/WINDROSE ENERGY-2.pdf,https://signup.windroseenergy.com/Home/index?ProductCode=RNR18000249,https://signup.windroseenergy.com/Home/EFl?productId=66185,https://signup.windroseenergy.com/Home/TOS?productId=89636,(800) 483-1836, The price non-recurring fees and Taxes will be reflected on your monthly bill as Current Charges.  Non-Recurring Fees and Charges  You agree to pay non-recurring fees charged by the transmission and distribution utility (TDU) that are necessary to implement and Non-recurring fees by the TDU may include a meter installation fee connection fee disconnection or reconnection fees meter tampering broken meter seal temporary disconnect Non-recurring fees will appear as a separate line item on your bill.com  energy  Additionally WINDROSE may assess the following Non-Recurring fees as listed below. That average monthly usage will then be multiplied by your contracted price for electricity (which includes all monthly recurring charges and excludes taxes reinbursements non-recurring TDU Charges and other nonrecurring charges) plus an additional 15 percent.  See non-recurring fees and charges section in your Terms of Service fora What other fees may ,   Minimum usage charge of SO will be applied if usage is less than 500 kWh per billing cycle.  Other Key Terms  .,  Any Third-Party Services that are included on your bill will automatically terminate when your electric service contract wth us is cancelled. For electronic fund transfers ACH personal check or automatic payment plan account deduction.  Contract Expiration Notice: A contract expiration notice will be sent to you at least 30 days but not more than 60 days before the end of your initial contract term specified in your EFL. If you do not take action to ensure that you continue to receive service upon the expiration of your contract you will continue to be served by us automatically under a default renewal product on a monthly basis after the end of your initial contract term until you switch to another provider select another WINDROSE electric service plan or we terminate or disconnect your electric service.  Default Renewal Product: The Default Renewal Product applies to customers whose contract term has expired and who have not selected a new fixed rate contract term. Your price will vary according to a method determined by WINDROSE as set forth in the EFL provided with your contract expiration notice. Automatic Bank Draft: You may conveniently pay your bill by automatic bank draft (ACH) wth WINDROSE via Auto Pay. The TDU will notify you of the final status of your designation as a Critical Care or Chronic Condition Residential Customer and will notify you wmmnen such designation will expire and whether you will receive a renewal notice. ,SO,$9,4.4846¢,5,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,ENTRUST ENERGY INC,Entrust 18,12.9 cents,11.5 cents,10.8 cents,Fixed,18 months,$150.00,Yes.  Entrust Energy will charge a $ 150.00 Early Termination Penalty if Customer terminates  the Contract.,15%,PDFs/ENTRUST ENERGY INC-1.pdf,Terms of Services/ENTRUST ENERGY INC-1.pdf,http://www.entrustenergy.com/power-to-choose,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN4F18D0DG011_20191111_ENG_b5aa9be0-37bf-4655-ac5e-2f7c8bdbe9bc.pdf,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_af6955f2-6aed-4abc-b8b1-2bbcd3c24103.pdf,(800) 871-8100, Your TDU bills ENTRUST Non-Recurring Charges for a switch request move-in priority move -in out-of-cycle meter read meter installation disconnection  or reconnection. The Non-Recurring Charges are determined by your TDU approved by the PUCT and  are subject to change at the TDU Fees: In addition  to any Non-Recurring Charges you may be charged any of  the following: i) Late Payment Charge equal to five percent (5%)  ofuncontested past due balance(s) owed to ENTRUST  plus interest; ii) Returned Payment Char ge  of up to twenty-five dollars ($25.  The Service Rate Taxes and anyNon-Recurring Chargesare reflected on your bill collectively as 8100 What other fees may I be charged? This price disclosure is an example of the total average price you will pay for electric service reflecting all recurring charges and is based  on the following: Fixed Rate 18 months Yes.,  ,  Renewal of RES : If your Contract Term is greater than thirty-one (31) days at  least thirty (30) days (or one billing cycle) but not  more than sixty (60)  days (or two billing cycles) prior to your Contract  expiration ENTRUST will send you notice thereof. You will receive an EFL for the default month-to-month  renewal Product with  your Contract expiration notice and these TOS still apply.3223; ii)  Personal Check: you may pay by personal check via USPS  to the address stated on your bill; iii) Recurring Bank Draft : you may pay by automatic bank draft  on a recurring basis; iv)  Recurring Credit Card Payment : you may pay by American Express Visa MasterCard or Discover on a recurring basis; v)  Online Account Management : you may view your account online through our My Account pl atform and you may pay by e-check credit or debit card;  vi)Online Through Your Bank : you may pay using your bankcom   Please include the following information: (1) rescission request; (2) your name service address and phone number; and (3) your account number or  ESI ID number  Early Termination of Your Contract: If you terminate your Contract before expiration of your Term (including a switch to a new REP) you agree to  pay the fee for early termination indicated in your EFL if any (  Survival: Obligations regarding indemnity payment lim itations of liability and waivers will su rvive the termination or expiration of  your Contract. ,4.95,5.6,4.4846,1,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,Lone Star Energy,Lone Star Green 36 ,12.6 cents,12.1 cents,11.8 cents,Fixed,36 months,$20/month remaining ,Yes Lone Star Energy will assess a termination fee of $20.00,100%,PDFs/Lone Star Energy.pdf,Terms of Services/Lone Star Energy.pdf,https://lonestarenergytx.com/enrollment?promocode=PTC,https://www.lonestarenergytx.com/EmailHTML/efl.aspx?RateID=362&BrandID=2&PromoCodeID=121&ProductID=3&AccountNumber=&ZipCode=,https://lonestarenergytx.com/docs/default-source/enrollment-files/tos.pdf,(888) 853-2882,CustomerunderstandsthattheTDUmaychargeanadditionalfeepertheterms ofitsT ariffforaself-selectedswitchandthatCompanywillpass-throughandCustomerwillpayanysuchcostswhich will be passed through without mark-up.Customeris alsoresponsibleforpayinganynonrecurringfeesandchargesfromtheTDUincludingbutnotlimitedtofeesand chargesrelatedtoestablishingdisconnectingreconnectingormaintainingelectricserviceorequipment.00in additiontoanycostschargedtoCompanybytheTDUforsuchservice((a)-(d)collectivelydefinedasFees)taxesor other charges that are assessed to the Customer and excluded from the Price as listed on the Agreement Summary . The Price above averages exclude non-recurring charges from the TDU other fees as stated in the Terms of Service state and local sales tax the PUC  Assessment and gross receipts reimbursements.  Disclosure Chart What other fees may I be charged?,  ,UnlessspecificallystatedotherwiseCompanymaydelivercopiesof thisAgreementandotheraccountinformationincludingenrollmentconfirmationandAgreementexpirationnotices viaemail.IntheRenewalNoticeCompanywillexplaintherenewaloptions.Thisauthorizationwillremaininef fectfromthe dateCustomerexecutesthisAgreementthroughtheInitialT ermandanyRenewalT erm.Afinaltrue-upwillbemadeiftheaccountisterminatedorthisAgreementexpiresbutsuchtrueupwilloccuratleasteverytwelve(12)billingcycles.TheTDUwillnotifyCustomerandCompanyofthefinaldeterminationofwhetherCustomerhasbeen designatedasCriticalCareCustomeroraChronicConditionCustomerandwhetherCustomerwillreceivearenewal noticeofCustomer Pleasebeaware thatifCustomeractsafterthe14dayshasexpiredaterminationpenaltyshallapply . TheprovisionsofthisAgreementconcerningpaymentlimitationofliability andwaiverswillsurvivetheterminationor expirationofthisAgreement. ,,$4.95,11.6¢,1,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,4CHANGE ENERGY,Planet Saver 12,13.4 cents,12.5 cents,12.0 cents,Fixed,12 months,$20 per month remaining,Yes. A termination fee of $20 multiplied by the number  of months remaining on the term of your Contract will  apply.,100%,PDFs/4CHANGE ENERGY.pdf,Terms of Services/4CHANGE ENERGY.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=plasvb12gag_a&utm_content=planetsaver,https://www.4changeenergy.com/Docs/efl_plasvb12gag_a.pdf,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,(844) 840-1066, Your bill will include non recurring  fees charged by the TDU that are necessary to implement  and Non recurring fees will  appear as line items on your bill. The price non recurring fees and Taxes will be reflected  on y our monthly bill as Current Charges. In addition to other charges we incur  in the collections process we may charge up to $24. What other fees may I be charged?,  ,           CONTRACT EXPIRATION NOTICE   If you are on a product that has a contract term of at least three  months a contract expiration notice will be sent to you at least  30 days before the end of your initial contract term. With our recurring payment  program   you get the convenience of easy automatic payments  each month for what you owe. The TDU  will notify you of the final status of your designation as a Critical  Care or Chronic Condition Residential Customer and will notify  you when such designation will expire and whether you   will   receive a renewal n otice. ,$0,7.1000¢,,2,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,Lone Star Energy,Lone Star Fixed 12 ,12.9 cents,12.4 cents,12.1 cents,Fixed,12 months,$20/month remaining ,Yes Lone Star Energy will assess a termination fee of $20.00,15%,PDFs/Lone Star Energy-1.pdf,Terms of Services/Lone Star Energy-1.pdf,https://lonestarenergytx.com/enrollment?promocode=PTC,https://www.lonestarenergytx.com/EmailHTML/efl.aspx?RateID=507&BrandID=2&PromoCodeID=121,https://lonestarenergytx.com/docs/default-source/enrollment-files/tos.pdf,(888) 853-2882,CustomerunderstandsthattheTDUmaychargeanadditionalfeepertheterms ofitsT ariffforaself-selectedswitchandthatCompanywillpass-throughandCustomerwillpayanysuchcostswhich will be passed through without mark-up.Customeris alsoresponsibleforpayinganynonrecurringfeesandchargesfromtheTDUincludingbutnotlimitedtofeesand chargesrelatedtoestablishingdisconnectingreconnectingormaintainingelectricserviceorequipment.00in additiontoanycostschargedtoCompanybytheTDUforsuchservice((a)-(d)collectivelydefinedasFees)taxesor other charges that are assessed to the Customer and excluded from the Price as listed on the Agreement Summary . The above averages exclude non-recurring charges from the TDU other fees as stated in the Terms of Service state and local sales tax the PUC Assessment and gross receipts reimbursements.  Disclosure What other fees may ,  ,UnlessspecificallystatedotherwiseCompanymaydelivercopiesof thisAgreementandotheraccountinformationincludingenrollmentconfirmationandAgreementexpirationnotices viaemail.IntheRenewalNoticeCompanywillexplaintherenewaloptions.Thisauthorizationwillremaininef fectfromthe dateCustomerexecutesthisAgreementthroughtheInitialT ermandanyRenewalT erm.Afinaltrue-upwillbemadeiftheaccountisterminatedorthisAgreementexpiresbutsuchtrueupwilloccuratleasteverytwelve(12)billingcycles.TheTDUwillnotifyCustomerandCompanyofthefinaldeterminationofwhetherCustomerhasbeen designatedasCriticalCareCustomeroraChronicConditionCustomerandwhetherCustomerwillreceivearenewal noticeofCustomer Pleasebeaware thatifCustomeractsafterthe14dayshasexpiredaterminationpenaltyshallapply . TheprovisionsofthisAgreementconcerningpaymentlimitationofliability andwaiverswillsurvivetheterminationor expirationofthisAgreement. ,,$4.95,11.9¢,1,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,GEXA ENERGY,Gexa Choice Green 6,9.6 cents,8.7 cents,8.3 cents,Fixed,6 months,$150.00,Yes Gexa will assess a $150 early termination fee for termination of service prior to the end of the contract term.,100%,PDFs/GEXA ENERGY.pdf,Terms of Services/GEXA ENERGY.pdf,https://signup.gexaenergy.com/?tdu=007924772&pc=PTC_SelectPlus_Green6,https://gexaapi.azure-api.net/docs/api/documents/get/type/EFL/id/5dcad74e2c5c19004619596d,https://gexaapi.azure-api.net/docs/api/documents/get/type/ftos,(866) 329-4392,TDU Delivery Charges: TDU Delivery Charges include monthly recurring charges that are passed through to you without mark up or may be bundled with your Energy Charge or Base Charge depending on your plan. The line items on your monthly bills can include the Energy Charge(s) Base Charge Monthly Service Fee and TDU Delivery Charges as set forth on your EFL as well as fees or credits including Residential Usage Credit PUC Assessment fee and other recurring or non recurring third party fees or credits including taxes gross receipts tax reimbursement late fees customer and metering charges assessed by Gexa Energy or your TDU charges for non electric products or services you have requested be included on your Gexa Energy bill and other additional charges fees or credits. You are also responsible for paying any non recurring charges from your TDU in addition to your budget bill amount. TOS_23Summary of Gexa Energy Non-Recurring Charges: Gexa Energy non-recurring charges set forth above are summarized below.What other fees may I be charged?  These fees are not included in the recurring charges.,  , After the rescission period described above expires if you are on a term plan you will be assessed the early termination fee specified in your EFL if you terminate your service under this Agreement prior to the contract end date or if your service is terminated by Gexa Energy due to your breach of the terms of this Agreement. Your current price is set forth in the EFL you received during your enrollment or renewal or with your contract expiration notice. A contract expiration notice will be sent to you at least thirty (30) days or one billing cycle prior to your contract end date but not more than 60 days or two billing cycles in advance of contract expiration. For a term indexed product a contract expiration notice will be sent to you at least thirty (30) days or one billing cycle prior to expiration of this Agreement but not more than 60 days or two billing cycles in advance of Agreement expiration. Gexa Energy has no control over these special authorized charges and will pass through any such charges in effect for your account based on your specific service location until the special authorization has completed expired or is otherwise removed.If you have enrolled in the Budget Billing program you will be automatically re enrolled after your initial term. You will be automatically re enrolled every 12 months unless you notify Gexa Energy. Upon expiration of such Initial Term the Non-Commodity Product Contract and applicable fees will automatically renew on a month-to-month basis ( In general the following information may be collected automatically in connection with your use of the products and shared with third parties subject to the specific terms of use and privacy policy for the product:GEXA ENERGY LP RESIDENTIAL TERMS OF SERVICE TeTexas License  ,,,3.34¢,3,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,12.7 cents,11.5 cents,10.9 cents,Fixed,12 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/SOUTHWEST POWER & LIGHT-4.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-4.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF12PTC&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF12PTC&lang=en,(866) 941-7975,  Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  We intend that all non-recurring fees  will be disclosed prior to submitting  any transactions that would generate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?,  ,    Term & Renewal:  Your service will begin on your next meter read cycle date (your    Please call or contact us via email or online at  the above information to renew your service once or before your te rm approaches expiration. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice  If you authorized the monthly payment of your invoices via automatic  recurring (i) withdrawals from your checking or savings ac counts or (ii) charges to your credit  card you also hereby agree and irrevocably grant your express writt en consent permitting Southwest to transfer or assign such  consent and authorization to any  assignee under any assignment permitted under this paragraph.  Automatic Continuance:  After the expiration of your Agreement   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$3.00,5,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,SPARK ENERGY LLC,Choice 12,14.1 cents,13.2 cents,12.7 cents,Fixed,12 months,$100.00,$100.00 .,0%,PDFs/SPARK ENERGY LLC.pdf,Terms of Services/SPARK ENERGY LLC.pdf,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=21451&commodity=Electric&market=CPL&utilityId=1&promoCode=&brk_source=&referalid=,https://www.sparkenergy.com/api/enrollment-product-document/21451/EFL/NoPromo/CPL/Electric/77437,https://www.sparkenergy.com/api/enrollment-product-document/21451/TOS/NoPromo/CPL/Electric/77437,(877) 547-7275,    The Price is subject  to change during the Initial Term of  this Agreement only if there are changes in TDSP  charges; changes to the Electric Reliability Council of  Texas     or Texas Regional Entity   administrative fees charged to loads or changes resulting  from f ederal state or local laws or regulatory actions that  impose new or modified fees or costs   that are beyond       What other fees may I be charged?  Information on other non recurring fees is available in the  Terms of Service in the section labeled    ., 00   $  per   bill month   Minimum   Usage Fee   $0.00   $ per bill month if  usage   ,  ,,7.78,,3,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,78521,RELIANT,Reliant Power On 15 Plan,13.3 cents,11.9 cents,11.2 cents,Fixed,15 months,$150.00,Yes.   $150. Applies through the end of the contract term.,10%,PDFs/RELIANT.pdf,Terms of Services/RELIANT.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers,https://www.reliant.com/files/0901751882126f6c.pdf,https://www.reliant.com/files/0901751881a30018.pdf,(855) 350-8650,     You agree to pay non recurring fees charged by the  transmission and distribution service provider (TDSP) that are  necessary to implemen t and  Non recurring fees by the TDSP may include service connection  disconnection or reconnection fees meter test fees or special out of cycle meter read fees.  The price non recurring  fees and Taxes will be reflected on your monthly bill as Current  Charges. What other fees may I be charged? Returned Payment Charge: $25; Disconnect  Recovery: $30; Late Payment Penalty: 5% of past due  balances; Information on other non-recurring fees is  available in the pricing section of your Terms of Service.,  ,   We  may also charge    a $10  Disconnect Notice Fee each time we send you a disconnection notice   and   a $ 30   Disconnect Recovery charge if you fail to pay the past due  amount before the expiration date of any disconnection notice issued by  Reliant .  You will not continue to  receive a  bill  if the Third Party Services are scheduled  to cancel   automatically when your electric service contract  with us is cancelled   or  terminated .       Automatic Bank Draft :   You may conveniently pay your bill by  automatic bank draft.  The TDSP will  notify you of the final status of your designation as a Critical Care or  C hronic Condition Residential Customer and will notify you when such  designation will expire and whether you will receive a renewal notice.       Contract Expiration Notice                 A contract expir ation notice will be sent to you at least 30 days  before the end of y our initial contract term specified in your EFL.       Con tract Expiration Notice                 A contract expiration notice will be sent to you at  least 30 days before the end of y our initial contract term  specified in your EFL. ,$5.00,6.0653¢,$9.00,5,
