
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/14/2019,TX,TEXAS-NEW MEXICO POWER COMPANY,77584,FRONTIER UTILITIES,Friends & Family 24 Green+,12.8 cents,12.0 cents,11.6 cents,Fixed,24 months,$150.00,Yes. A $ 150.00 early termination fee will apply if you terminate service  prior to the expiration of the contract term.,100%,PDFs/FRONTIER UTILITIES-2.pdf,Terms of Services/FRONTIER UTILITIES-2.pdf,https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=TNMP&Ref_ID=PTC&promo_code=FF24G%2B&Ref_Code=PTC,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=FF24G%2b&tdspcode=TNMP,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,(877) 261-1024,   We may also charge other fees assessed to Frontier Utilities  by third parties that are incurred  to service your account.    Other  Charges  and  Fees : You may be required to pay  nonrecurring fees (e. All nonrecurring fees may appear as a separate   line item on your invoice. This price does not include taxes or  non-recurring fees.  This price does not include taxes or non -recurring fees.   Key  Terms     For a description of all other fees see the "Fees" " Other Charges and fees" and "Credit Checks & Deposits" sections of your Term of Service.     What other fees may I be charged?, To maintain a positive balance we may require a  minimum purchase of the equivalent of two days of your  established average power usage. However if your account is  disconnected you may be required to pay a Disconnect   Charge Reconnect Charge and any negative usage incurred. , Other notices such as but not limited to  disconnection notices renewal offers marketing and  promotions may still be mailed to your postal address.   Contract  Expiration  Notice : Frontier Utilities will send you an  expiration notice at least 30 days prior to the date of contract  expiration but no more than 60 days in advance of the  expiration. If you do not  renew the Agreement before the expiration date your electric  service with Frontier Utilities will continue on Frontier Utilities   Fixed  Term  Contract  Expiration  Notice : Frontier Utilities will send  you an expiration  notice at least 30 days prior to the date of  contract expiration but no more than 60 days in advance of the  expiration. Discounts and Credit  payments  will then automatically be used to purchase additional kWhs at  the current rate per kWh. This Agreement will be cancelled  automatically if your s ervice is disconnected and you are not  reconnected within 5 days after disconnection. Your service will be automatically disconnected if your  balance remains below $10 (approximately  70kWh) for more  than 5 days or if it has been more than 5 days since your last  recharge and your balance is $10 (approximately 70kWh) or  below.00 early termination fee will apply if you terminate service  prior to the expiration of the contract term.,$0.00,6.40,$7.85,3,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77584,Discount Power,Select 6,8.6 cents,8.1 cents,7.8 cents,Fixed,6 months,$75.00,Yes. $75. This fee does not apply if the customer moves  and provides a forwarding address and other evidence that  may be requested to verify that the customer moved.,10%,PDFs/Discount Power-2.pdf,Terms of Services/Discount Power-2.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc,https://www.discountpowertx.com/files/0901751882133917.pdf,https://www.discountpowertx.com/files/09017518809dd16a.pdf,(855) 265-9153,   You agree to pay non-recurring fees charged by the transmission and di stribution service provider (TDSP) that are necessary to  implement  and Non-recurring fees will appear as separat e line items on your bill. The price non-recurring fees  and Taxes will be reflected on your invoice as Current Charges. What other fees may I be charged? Information on other nonrecurring fees is available in the pricing section of your  Terms of Service Is this a pre-pay or pay in advance product?,  , You agree to receive your monthly bills electronically  and you also agree to enroll on an automatic recurring payment  plan. There is also a $30 Disconnect Recovery  Charge if you fail to pay the past due amount before the expira tion date of any disconnection notice issued by Discount Power. You  are required to enroll on our automatic paym ent plan but if your payment is not pro cessed or you do not  pay your bill by the due date we may charge you a Late Payment  Penalty of 5% on the amount for the previous month     Your plan requires enrollment on one of the following Automatic Payment plan options  Automatic Bank Draft : You may select the convenience of paying your bill by automatic bank draft.   Automatic Debit Card Pay : You may select the automatic payment plan using your Visa or MasterCard debit card. The TDSP will notify  you of the final  status of your designation as a Critical Care or Chronic  Condition Residential Customer and will notify you when such designat ion will expire and  whether you will receive a renewal notice.      Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL.     Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL. ,,O,3.5¢,3,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77584,CONSTELLATION NEWENERGY INC,36 Month,13.1 cents,12.6 cents,12.3 cents,Fixed,36 months,$99.00,S. $99  Yes but only for the very limited reasons described below.,16%,PDFs/CONSTELLATION NEWENERGY INC-2.pdf,Terms of Services/CONSTELLATION NEWENERGY INC-2.pdf,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,https://signup.startexpower.constellation.com/Contract/01TD3.pdf/?language=EN,https://signup.startexpower.constellation.com/Contract/01HEQ.pdf/?language=EN,(855) 797-8465,  TOS - 01HEQCustomer is responsible for all regulatory charges taxes duties fees levies premiums or any other charges of any kind whether direct or indirect relating to the sale purchase or delivery of electricity together with all interest penalties or other additional amounts imposed including but not limited to gross receipts tax PUCT Assessment sales tax consumption tax use tax value added tax kWh commercial activity or other privilege tax and any other tax (whether in effect as of the effective date of this Agreement or thereafter) imposed by any governmental entity. Additional Charges & Fees:  Constellation will charge a one-time late payment penalty of 5% for each delinquent month’s charges that remain unpaid after the close of business on the bill due date.00 (NOTE: A Minimum Usage Fee of $0 will apply if usage is less than or equal to 999 kWh in a billing period) and (iv) all recurring charges.  What other fees may "  See Additional Charges & Fees section of the Terms of service Agreement for a full listing of non-recurring charges., 00 (NOTE: A Minimum Usage Fee of $0 will apply if usage is less than or equal to 999 kWh in a billing period) and (iv) all recurring charges. This average Price disclosure does not include applicable federal state and local taxes or any fees (including gross receipt tax reimbursement) or other non-recurring amounts charged by Constellation or a governmental entity., Term & Renewal:  This Agreement shall commence on the date of the initial meter reading by the applicable TDU and continue for the period indicated in your Authorization and For term products (non-month to month products) a contract expiration notice will be sent at least thirty (30) days prior to the end of the Initial Term. ,$0.00,8¢,,3,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77584,CONSTELLATION NEWENERGY INC, 6 Month Texas Wind,8.3 cents,7.8 cents,7.5 cents,Fixed,6 months,$50.00,S. $50  Yes but only for the very limited reasons described below.,100%,PDFs/CONSTELLATION NEWENERGY INC-3.pdf,Terms of Services/CONSTELLATION NEWENERGY INC-3.pdf,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,https://signup.startexpower.constellation.com/Contract/01TJT.pdf/?language=EN,https://signup.startexpower.constellation.com/Contract/01JD6.pdf/?language=EN,(855) 797-8465,  TOS - 01JD6Customer is responsible for all regulatory charges taxes duties fees levies premiums or any other charges of any kind whether direct or indirect relating to the sale purchase or delivery of electricity together with all interest penalties or other additional amounts imposed including but not limited to gross receipts tax PUCT Assessment sales tax consumption tax use tax value added tax kWh commercial activity or other privilege tax and any other tax (whether in effect as of the effective date of this Agreement or thereafter) imposed by any governmental entity. Additional Charges & Fees:  Constellation will charge a one-time late payment penalty of 5% for each delinquent month’s charges that remain unpaid after the close of business on the bill due date.00 (NOTE: A Minimum Usage Fee of $0 will apply if usage is less than or equal to 999 kWh in a billing period) and (iv) all recurring charges.  What other fees may "  See Additional Charges & Fees section of the Terms of service Agreement for a full listing of non-recurring charges., 00 (NOTE: A Minimum Usage Fee of $0 will apply if usage is less than or equal to 999 kWh in a billing period) and (iv) all recurring charges. This average Price disclosure does not include applicable federal state and local taxes or any fees (including gross receipt tax reimbursement) or other non-recurring amounts charged by Constellation or a governmental entity., Term & Renewal:  This Agreement shall commence on the date of the initial meter reading by the applicable TDU and continue for the period indicated in your Authorization and For term products (non-month to month products) a contract expiration notice will be sent at least thirty (30) days prior to the end of the Initial Term. ,$0.00,3.2¢,,3,
12/14/2019,TX,TEXAS-NEW MEXICO POWER COMPANY,77584,CHARIOT ENERGY,Chariot Choice 36,12.2 cents,11.5 cents,11.1 cents,Fixed,36 months,$49.00,Yes $49.00 associated with terminating service?,100%,PDFs/CHARIOT ENERGY-4.pdf,Terms of Services/CHARIOT ENERGY-4.pdf,https://signup.mychariotenergy.com/Home/index?ProductCode=RN36000010&Promo=PTC,https://signup.mychariotenergy.com/Home/EFl?productId=24746,https://signup.mychariotenergy.com/Home/TOS?productId=24746,(855) 524-2746, Your EFL price reflects the inclusion of all TDSP recurring charges. The price non-recurring fees and Taxes will be reflected on your monthly bill as Current Charges.  Non-Recurring Fees and Charges  You agree to pay non-recurring fees charged by the TDSP that are necessary to implement and Non-recurring fees by the TDSP may include service connection disconnection or reconnection fees meter test fees or special out-of-cycle meter read fees. That average monthly usage will then be multipled by your contracted price for electricity (which includes all monthly recurring charges).  Disclosure Chart  Fees not included in price above: Disconnect Notice Fee: $10; Insufficient Funds Fee: $35; Disconnect Due to Non-Pay Fee: $25; Late  What other fees may  Payment Penalty: 5% of past due balances; please refer to the NonRecurring Fees and Charges section of Terms of Service for a full listing of non-recurring fees.,  , Any Third-Party Services that are included on your bill will automatically terminate when your electric service contract wth us is cancelled.00 NSF Fee for payments returned for insufficient funds by any method of payment including but not limited to bank or personal check automatic payment plan account deduction or credit If the documentation conflicts with the value you provided upon enrollment we reserve the right to cancel this agreement without notice and transfer your account to the Default Renewal Product effective at the start of your next billing cycle. You have the right to terminate your contract without penalty if you terminate your contract within 14 days of its expiration date.  Default Renewal Product: The Default Renewal Product applies to customers whose contract term has expired and who have not selected a new fixed rate contract term. Your price will vary according to a method determined by Chariot Energy as set forth in the EFL provided with your contract expiration notice. Solar BuyBack credits will not be issued for any bill cycle under the Default Renewal Product.  Automatic Bank Draft: You may conveniently pay your bill by automatic bank draft. The TDSP will notify you of the final status of your designation as a Critical Care or Chronic Condition Residential Customer and will notify you when such designation will expire and whether you will receive a renewal notice. ,,5.83¢,$7.85,1,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77584,CONSTELLATION NEWENERGY INC,36Mo Usage Bill Credit +A/C Protection for 2 Units and HVAC Diagnostics,14.8 cents,10.8 cents,11.5 cents,Fixed,36 months,$99.00,S. $99  Yes but only for the very limited reasons described below.,16%,PDFs/CONSTELLATION NEWENERGY INC-4.pdf,Terms of Services/CONSTELLATION NEWENERGY INC-4.pdf,https://shop.constellation.com/PowertoChoose/,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01TCC,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01LET,(855) 797-8465,  TOS - O1LETCustomer is responsible for all regulatory charges taxes duties fees levies premiums or any other charges of any kind whether direct or indirect relating to the sale purchase or delivery of electricity together with all interest penalties or other additional amounts imposed including but not limited to gross receipts tax PUCT Assessment sales tax consumption tax use tax value added tax kWh commercial activity or other privilege tax and any other tax (whether in effect as of the effective date of this Agreement or thereafter) imposed by any governmental entity. Additional Charges & Fees:  Constellation will charge a one-time late payment penalty of 5% for each delinquent month’s charges that remain unpaid after the close of business on the bill due date.  What other fees may "  See Additional Charges & Fees section of the Terms of Service Agreement for a full listing of non-recurring charges.,  , Term & Renewal:  This Agreement shall commence on the date of the initial meter reading by the applicable TDU and continue for the period indicated in your Authorization and For term products (non-month to month products) a contract expiration notice will be sent at least thirty (30) days prior to the end of the Initial Term. If cancellation occurs after the Initial Term refunds will be prorated based on the number of full months remaining under the renewal term of the Contract. ,,9.7,3.9966,3,
12/14/2019,TX,TEXAS-NEW MEXICO POWER COMPANY,77584,AMBIT ENERGY,Lone Star Plus 24,16.7 cents,14.9 cents,13.0 cents,Fixed,24 months,$199.00,An early termination fee of $199.00 only applies if you cancel prior to your term expiration date.,15%,PDFs/AMBIT ENERGY-4.pdf,Terms of Services/AMBIT ENERGY-4.pdf,http://www.ambitenergy.com,https://mediaserver.ambitenergy.com/media/get/TXLSPLUS_A_1712_287_1/EN,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,(877) 282-6248, The price on the EFL does not include non-recurring  fees charged by the TDU Ambit Energy non-recurring fees noted in this  Agreement ERCOT charges fees imposed by any government entity and taxes  all of which will appear as separate line items on your bill and which you agree  to pay as they occur. You may be charged non-recurring fees that  originate from the TDU.    You may be charged non-recurring fees for services Ambit  Energy provides which will apply in cases as described below. The Non-Recurring Ambit Energy Fees  listed below do not include TDU non-recurring fees which will also appear as  separate line items on your bill.  What other fees may ,  , If you fail to renew your electric service contract before it expires  you will automatically continue to be served by Ambit Energy pursuant to a  default variable-price product on a month-to-month basis unless you select  another product or REP.00 only applies if you cancel prior to your term expiration date.,,$0.048321,0.2¢,2,
12/14/2019,TX,TEXAS-NEW MEXICO POWER COMPANY,77584,SOUTHWEST POWER & LIGHT,Renewable Healthy Heart of Texas Month to Month AutoPay E-Plan,16.9 cents,14.1 cents,13.7 cents,Variable,1 months,$0.00, ,100%,PDFs/SOUTHWEST POWER & LIGHT-5.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-5.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTNMPROMOGREEN&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTNMPROMOGREEN&lang=en,(866) 941-7975,  5 Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  All non-recu rring fees are disclosed prior to submitting any transactions  that would generate such non-recurring  fees.What other fees may I becharged?, The price you will  be charged the first month of your electric service (or during  your first billing period if you elect a self-selected switch)  will be equal to the base energy price set forth in  your EFL plus depending on your plan a Minimum Usage Fee or Base  Charge which if applicable will be in addition to your b ase commodity rate per kWh and which if  applicable will be set forth in your EFL (Electricity Facts Labe l) for your applicable plan and produc t plus charges from the  Electric Reliability Council of Texas (95 MinimumUsage Fee (Southwest will not charge the Minimum Usage Fee for each billing cyclein which you use at least 1000 kWhs)and Public Utility Commission of Texas(,    Term & Renewal:  Your service will begin on your next meter read cycle date (your   If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$9.95,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77584,VETERAN ENERGY LLC,Basic 5 Month,8.8 cents,8.3 cents,8.0 cents,Fixed,5 months,$100.00,yourcontract an Early Termination Fee of $100.00 will apply.,4%,PDFs/VETERAN ENERGY LLC.pdf,Terms of Services/VETERAN ENERGY LLC.pdf,https://signup.veteranenergy.us/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Basic%20Plan&utm_term=5,https://api.veteranenergy.us/enrollments/pdf/electricity-facts-label?businessEntityAliasId=29&ldcName=centerpoint&rateDescriptor=Basic%205&promoCode=PTC,https://api.veteranenergy.us/enrollments/pdf/VE/terms-of-service?languagePreference=en_US,(855) 856-7613,    D ELIVERY  C HARGES : Includes all TDU recurring charges that are billed on a per unit basis  such as   the Transmission System  Charge Distribution System Charge Transition Charge(s)  and similar charges .  Each  party   will  indemnify and hold harmless the other from all taxes royalties fees or other charges incurred with respect to the Service  to which it has  title;  you   are responsible for any taxes fees or charges imposed simultaneously with the trans fer of title.What other fees may I be charged? For a description of all otherfees see the OTHER FEES section of your Terms of Service.,  ,   If  you   are a new Customer  your   Service and  Rate   start date  will be  your   first  meter read following  your   confirmed enrollment   by your TDU ; if  you   are a current Customer  your   Service will continue and  your   Rate   start  date  will  be  the earlier of (a) the date spec ified in this Agreement or (b)  the day following the   expiration of  your   existing  Rate .  Once  you r TDU has   qualified  you  as a critical care residential customer the designation is valid for  1   year and  we   will send  you   a renewal application prior to the   expiration of  your   designation.    We   will notif y  you   of all available  renewal  options   n o less than  30   calendar  days  before your   Agreement   end date.     If  Service to any  M ete r   is  t erminated  such  M eter   will   be  subject to an   E arly  T ermination   Fee  unless   such   termination is   ( a )   due to a move to a new premise and  you   have provided s ufficient evidence of  your   move ; ( b ) pursuant  to the MATERIAL CHANGE section or ( c )  initiated   within   14   days before  your   Agreement   expiration date. The terms of any transaction hereunder  will   be kept confidential by the parties hereto for one  year from the expiration of the transaction. ,,3.7309¢,$0.00,4,
12/14/2019,TX,TEXAS-NEW MEXICO POWER COMPANY,77584,SOUTHWEST POWER & LIGHT,Texas Independence Month to Month AutoPay E-Plan,16.7 cents,13.9 cents,13.5 cents,Variable,1 months,$0.00, ,16%,PDFs/SOUTHWEST POWER & LIGHT-6.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-6.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTNMPROMO&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTNMPROMO&lang=en,(866) 941-7975,  5 Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  All non-recu rring fees are disclosed prior to submitting any transactions  that would generate such non-recurring  fees.What other fees may I becharged?, The price you will  be charged the first month of your electric service (or during  your first billing period if you elect a self-selected switch)  will be equal to the base energy price set forth in  your EFL plus depending on your plan a Minimum Usage Fee or Base  Charge which if applicable will be in addition to your b ase commodity rate per kWh and which if  applicable will be set forth in your EFL (Electricity Facts Labe l) for your applicable plan and produc t plus charges from the  Electric Reliability Council of Texas (95 Minimum Usage Fee (Southwest will not charge theMinimum Usage Fee for each billing cycle in which you use at least 1000 kWhs) andPublic Utility Commission of Texas (,    Term & Renewal:  Your service will begin on your next meter read cycle date (your   If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$9.95,5,
