
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,YEP,Green Earth 100% Renewable AutoPay E-Plan with Flexible Term,16.0 cents,13.5 cents,13.2 cents,Variable,1 months,$0.00, ,100%,PDFs/YEP-4.pdf,Terms of Services/YEP-4.pdf,https://enroll.yepenergy.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCNPPROMOGREEN&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCNPPROMOGREEN&lang=en,(866) 937-5937,)  Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring  fees as charged by your TDSP as of May 23 2017.  We intend that all  non-recurring fees will be disclosed prior to submitting any transactions that would g enerate such non-recurring fees. , The price you will  be charged the first month of yo ur electric service (or during your  first billing period if you elect a self-sel ected switch) will be equal to the base en ergy price set forth in your EFL plus  depending on your plan a Minimum Usage  Fee or Base Charge as applicable will be in addition to your  base commodity rate per kWh and  which if applicable will be s et forth in your EFL for your  applicable plan and product plus charges from the Electric Reli ability Council of Texas (8 No Long Term Commitment AutoPay E-Plan with No Minimum Usage - New Customers Only No Long Term Commitment AutoPay E-Plan with No Minimum Usage - New Customers Only 3 YEP’s Convenience AutoPay E-Plan FKA No Long Term Commitment AutoPay E-Plan - Default YEP’s Convenience AutoPay E-Plan FKA No Long Term Commitment AutoPay E-Plan with No Minimum Usage - Defauli ,) Term & Renewal:  Your service will begin on your next meter read cycle date (you r  If you elected  to authorize monthly payment of your invoices via automatic recu rring (i) withdrawals from your checking or savings accounts o r (ii) charges to your credit card  then YEP may debit your bank account (or charge your credit card ) on or after the third day after the date of the invoice   If you authorized the monthly payment of yo ur invoices via automatic recurring (i) wit hdrawals from your checking or savings ac counts or (ii) charges to your  credit card you also hereby agree and irrevocably grant your expr ess written consent permitting YEP to transfer or assign such  consent and authorization to any  assignee under any assignment permitted under this paragraph.) Consent to Contact Via Text Email Automatic Phone Dial ing and the Use of Pre-Recorded Voice Systems:  To further YEP  ,,,,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,11.0 cents,10.2 cents,9.8 cents,Fixed,36 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/SOUTHWEST POWER & LIGHT-9.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-9.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCNPF36PTC&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCNPF36PTC&lang=en,(866) 941-7975,  Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  We intend that all non-recurring fees  will be disclosed prior to submitting  any transactions that would generate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?,  ,    Term & Renewal:  Your service will begin on your next meter read cycle date (your    Please call or contact us via email or online at  the above information to renew your service once or before your te rm approaches expiration. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice  If you authorized the monthly payment of your invoices via automatic  recurring (i) withdrawals from your checking or savings ac counts or (ii) charges to your credit  card you also hereby agree and irrevocably grant your express writt en consent permitting Southwest to transfer or assign such  consent and authorization to any  assignee under any assignment permitted under this paragraph.  Automatic Continuance:  After the expiration of your Agreement   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$3.00,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,PULSE POWER LLC,Texas Green 12,12.9 cents,12.4 cents,12.1 cents,Fixed,12 months,$20/month remaining ,Yes Pulse Power will assess a termination fee of $20.00,100%,PDFs/PULSE POWER LLC-3.pdf,Terms of Services/PULSE POWER LLC-3.pdf,http://www.pulsepowertexas.com/enrollment?promocode=PTC,https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=442&BrandID=1&PromoCodeID=280&ProductID=3,https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf,(888) 785-7797,CustomerunderstandsthattheTDUmaychargeanadditionalfeepertheterms ofitsT ariffforaself-selectedswitchandthatCompanywillpass-throughandCustomerwillpayanysuchcostswhich will be passed through without mark-up.Customeris alsoresponsibleforpayinganynonrecurringfeesandchargesfromtheTDUincludingbutnotlimitedtofeesand chargesrelatedtoestablishingdisconnectingreconnectingormaintainingelectricserviceorequipment.00in additiontoanycostschargedtoCompanybytheTDUforsuchservice((a)-(d)collectivelydefinedasFees)taxesor other charges that are assessed to the Customer and excluded from the Price as listed on the Agreement Summary . The Price above averages exclude non-recurring charges from the TDU other fees as stated in the Terms of Service state and local sales tax the PUC  Assessment and gross receipts reimbursements.  Disclosure  Chart What other fees may ,  ,UnlessspecificallystatedotherwiseCompanymaydelivercopiesof thisAgreementandotheraccountinformationincludingenrollmentconfirmationandAgreementexpirationnotices viaemail.IntheRenewalNoticeCompanywillexplaintherenewaloptions.Thisauthorizationwillremaininef fectfromthe dateCustomerexecutesthisAgreementthroughtheInitialT ermandanyRenewalT erm.Afinaltrue-upwillbemadeiftheaccountisterminatedorthisAgreementexpiresbutsuchtrueupwilloccuratleasteverytwelve(12)billingcycles.TheTDUwillnotifyCustomerandCompanyofthefinaldeterminationofwhetherCustomerhasbeen designatedasCriticalCareCustomeroraChronicConditionCustomerandwhetherCustomerwillreceivearenewal noticeofCustomer Pleasebeaware thatifCustomeractsafterthe14dayshasexpiredaterminationpenaltyshallapply . TheprovisionsofthisAgreementconcerningpaymentlimitationofliability andwaiverswillsurvivetheterminationor expirationofthisAgreement. ,,$4.95,11.9¢,1,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,WINDROSE ENERGY,Tailgate Saver 6,8.4 cents,7.9 cents,7.6 cents,Fixed,6 months,$100.00,Yes; $100 One time associated with terminating service?,15%,PDFs/WINDROSE ENERGY-4.pdf,Terms of Services/WINDROSE ENERGY-4.pdf,https://signup.windroseenergy.com/Home/index?ProductCode=RNR06000136,https://signup.windroseenergy.com/Home/EFl?productId=89646,https://signup.windroseenergy.com/Home/TOS?productId=89636,(800) 483-1836, The price non-recurring fees and Taxes will be reflected on your monthly bill as Current Charges.  Non-Recurring Fees and Charges  You agree to pay non-recurring fees charged by the transmission and distribution utility (TDU) that are necessary to implement and Non-recurring fees by the TDU may include a meter installation fee connection fee disconnection or reconnection fees meter tampering broken meter seal temporary disconnect Non-recurring fees will appear as a separate line item on your bill.com  energy  Additionally WINDROSE may assess the following Non-Recurring fees as listed below. That average monthly usage will then be multiplied by your contracted price for electricity (which includes all monthly recurring charges and excludes taxes reinbursements non-recurring TDU Charges and other nonrecurring charges) plus an additional 15 percent.  See non-recurring fees and charges section in your Terms of Service fora What other fees may ,   Minimum usage charge of SO will be applied if usage is less than 500 kWh per billing cycle.  Other Key Terms  .,  Any Third-Party Services that are included on your bill will automatically terminate when your electric service contract wth us is cancelled. For electronic fund transfers ACH personal check or automatic payment plan account deduction.  Contract Expiration Notice: A contract expiration notice will be sent to you at least 30 days but not more than 60 days before the end of your initial contract term specified in your EFL. If you do not take action to ensure that you continue to receive service upon the expiration of your contract you will continue to be served by us automatically under a default renewal product on a monthly basis after the end of your initial contract term until you switch to another provider select another WINDROSE electric service plan or we terminate or disconnect your electric service.  Default Renewal Product: The Default Renewal Product applies to customers whose contract term has expired and who have not selected a new fixed rate contract term. Your price will vary according to a method determined by WINDROSE as set forth in the EFL provided with your contract expiration notice. Automatic Bank Draft: You may conveniently pay your bill by automatic bank draft (ACH) wth WINDROSE via Auto Pay. The TDU will notify you of the final status of your designation as a Critical Care or Chronic Condition Residential Customer and will notify you wmmnen such designation will expire and whether you will receive a renewal notice. ,SO,3.3¢,$5.47,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,15.8 cents,15.2 cents,14.9 cents,Variable,0 months,$0.00,$0.00 per month Energy Charge: 10.,100%,PDFs/GREEN MOUNTAIN ENERGY COMPANY-1.pdf,Terms of Services/GREEN MOUNTAIN ENERGY COMPANY-1.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM,https://signup.greenmountain.com/files/0901751881e90d5d.pdf,https://signup.greenmountain.com/files/0901751881a3001a.pdf,(844) 854-2260,   We rese rve the right to the extent allowed by PUCT rules to adjust your bill and include any charges or credits necessary to   correct or true up any previous estimated bills meter read errors miscalculations of taxes fees or other charges billing errors and   other errors or omissions.  Itemization of Non Recurring Fees and Charges . Non recurring fees charged by the TDSP may include service connection disconnection or reconnection fees meter test fees   special out of cycle meter read fees and such other fees or charges lawfully imposed by your TDSP.  You are responsible for paying and we may bill yo u for all applicable federal state and local taxes fees governmental   charges assessments and other charges presently or hereafter imposed on you as a purchaser of electricity on Green Mounta in as a   seller of electricity or on electricity sales tra nsactions including but not limited to: reimbursement of miscellaneous gross receipts tax   and PUCT gross receipts assessment; municipal administrative fees; and any other generation utility TDSP regulatory (inclu ding the   PUCT and ERCOT) BTU or electri city taxes fees charges and assessments.   T he applicable per kWh buy back credit amount will be equal to the per kWh  energy  charge payable  by you under your  EFL  for the Renewable Rewards product you are purchasing from Green  Mountain in effect as of the last day of the  applicable billing period  exclusive of any monthly base  applicable taxes and fees or other charges (such as late fees special meter  reading fees and fees related to disconnection or connection of service). What other fees may I be charged?,  , You will receive additional  information about your contract expiration date in a contract   expira tion notice.   If you notify us of your   desire to cancel after the expiration of the three business day period described above we are not   required to cancel your enrollment but you have the right to select another REP and may do so by contacting that REP.     In addition to charges or fees specified elsewhere in this Agreement or otherwise authorized by Law we may assess the   following fees and charges:    ny method of payment including but not limited to bank or   personal check  automatic payment plan account deduction or credit The TDSP will notify you of the final status of  your  designation as a Critical Care or Chronic Condition Residential Customer and will notify you when such designation w ill expire and  whether you will receive a renewal notice.     Contract Expiration Notice   A contract expiration notice will be sent to you at least  30   days (or such other minimum period as may be requ ired   by   applicable Laws) before the end of your initial contract term specified in your EFL. We will  provide participating customers at least 14 day s advance written notice of any material change or discontinuation of the Buy Back  Program; except that (i) any changes to the price you pay for energy delivered by Green Mountain that are made pursuant to th e Terms  of Service for your electricity service  under the Renewable Rewards product will automatically result in a change in the per kWh  value for excess energy to be credited by Green Mountain under the Buy Back Program without advance notice; and (ii) any changes  to the Buy Back Program made by Green  M ountain as a result of a change   in Law or that are beneficial to you may be made without  advance notice. ,$0.00,10.6252¢,$5.47,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,4CHANGE ENERGY,Planet Saver 12,12.6 cents,12.1 cents,11.8 cents,Fixed,12 months,$20 per month remaining,Yes. A termination fee of $20 multiplied by the number  of months remaining on the term of your Contract will  apply.,100%,PDFs/4CHANGE ENERGY-1.pdf,Terms of Services/4CHANGE ENERGY-1.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=CENTERP_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_CENTERP&productcode=plasvb12gam_c&utm_content=planetsaver,https://www.4changeenergy.com/Docs/efl_plasvb12gam_c.pdf,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,(844) 840-1066, Your bill will include non recurring  fees charged by the TDU that are necessary to implement  and Non recurring fees will  appear as line items on your bill. The price non recurring fees and Taxes will be reflected  on y our monthly bill as Current Charges. In addition to other charges we incur  in the collections process we may charge up to $24. What other fees may I be charged?,  ,           CONTRACT EXPIRATION NOTICE   If you are on a product that has a contract term of at least three  months a contract expiration notice will be sent to you at least  30 days before the end of your initial contract term. With our recurring payment  program   you get the convenience of easy automatic payments  each month for what you owe. The TDU  will notify you of the final status of your designation as a Critical  Care or Chronic Condition Residential Customer and will notify  you when such designation will expire and whether you   will   receive a renewal n otice. ,$0,7.5000¢,,2,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,THINK ENERGY,THINK SIMPLE 12 Power to Choose ONLINE EXCLUSIVE,13.3 cents,12.8 cents,12.5 cents,Fixed,12 months,$110.00, ,6%,PDFs/THINK ENERGY-5.pdf,Terms of Services/THINK ENERGY-5.pdf,https://www.mythinkenergy.com/?promo=tx2ss4qd,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=CPE&term=12&ZipCode=77007&promocode=tx2ss4qd,https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10,(888) 531-5047, Taxes  and Non-recurring  Charges are not included in the Price and will be passed  through to you . Think Ene rgy  will invoice you directly for charges due for  each  preceding  billing  cycle including the monthly charges for  electricity consumption and any other charges or fees  described in this Agreement plus any Taxes and TDSP  Delivery and Distribution Charges . The average prices shown reflect all recurring charges excluding state and local  sales taxes.  What other fees may I be charged?,  , If you are  a current customer renewing  with Think Energy  your  new fixed -rate will  take effect  on the  first meter read date  following the date your new  renewal  is processed by  Think Energy  or at the end of your current fixed -rate  term whichever is later . We  will  notify you of your renewal options  at least  30 days  or one (1) billing cycle  and  no longer than  60 days  or two  (2)billing cycles  prior to the end of the  fixed -rate  term. The TDSP will notify you of the  final status of your designation as a Critical Care or  Chronic   Condition Residential Customer and will notify  you when such designation will expire and whether you  will receive a renewal notice. ,,,$0,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,RELIANT,Reliant Power On 18 plan,11.9 cents,10.9 cents,10.3 cents,Fixed,18 months,$180.00,Yes.   $180. Applies through the end of the contract  term.,10%,PDFs/RELIANT-2.pdf,Terms of Services/RELIANT-2.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0001&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers,https://www.reliant.com/files/0901751882126f5e.pdf,https://www.reliant.com/files/0901751881a30018.pdf,(855) 350-8650,     You agree to pay non recurring fees charged by the  transmission and distribution service provider (TDSP) that are  necessary to implemen t and  Non recurring fees by the TDSP may include service connection  disconnection or reconnection fees meter test fees or special out of cycle meter read fees.  The price non recurring  fees and Taxes will be reflected on your monthly bill as Current  Charges. What other fees may I be charged? Returned Payment Charge: $25;  Disconnect Recovery: $30; Late Payment Penalty: 5%  of past due balances; Information on other nonrecurring fees is available in the pricing section of your  Terms of Service.,  ,   We  may also charge    a $10  Disconnect Notice Fee each time we send you a disconnection notice   and   a $ 30   Disconnect Recovery charge if you fail to pay the past due  amount before the expiration date of any disconnection notice issued by  Reliant .  You will not continue to  receive a  bill  if the Third Party Services are scheduled  to cancel   automatically when your electric service contract  with us is cancelled   or  terminated .       Automatic Bank Draft :   You may conveniently pay your bill by  automatic bank draft.  The TDSP will  notify you of the final status of your designation as a Critical Care or  C hronic Condition Residential Customer and will notify you when such  designation will expire and whether you will receive a renewal notice.       Contract Expiration Notice                 A contract expir ation notice will be sent to you at least 30 days  before the end of y our initial contract term specified in your EFL.       Con tract Expiration Notice                 A contract expiration notice will be sent to you at  least 30 days before the end of y our initial contract term  specified in your EFL. ,$5.00,5.7952¢,$5.47,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,WINDROSE ENERGY,Winter Saver 5 (Web Enrollment),8.5 cents,7.8 cents,7.4 cents,Fixed,5 months,$100.00,Yes; $100 One time associated with terminating service?,15%,PDFs/WINDROSE ENERGY-5.pdf,Terms of Services/WINDROSE ENERGY-5.pdf,https://signup.windroseenergy.com/Home/index?ProductCode=RNR05000012,https://signup.windroseenergy.com/Home/EFl?productId=89668,https://signup.windroseenergy.com/Home/TOS?productId=89636,(800) 483-1836, The price non-recurring fees and Taxes will be reflected on your monthly bill as Current Charges.  Non-Recurring Fees and Charges  You agree to pay non-recurring fees charged by the transmission and distribution utility (TDU) that are necessary to implement and Non-recurring fees by the TDU may include a meter installation fee connection fee disconnection or reconnection fees meter tampering broken meter seal temporary disconnect Non-recurring fees will appear as a separate line item on your bill.com  energy  Additionally WINDROSE may assess the following Non-Recurring fees as listed below. That average monthly usage will then be multiplied by your contracted price for electricity (which includes all monthly recurring charges and excludes taxes reinbursements non-recurring TDU Charges and other nonrecurring charges) plus an additional 15 percent.  See non-recurring fees and charges section in your Terms of Service fora What other fees may ,   Minimum usage charge of SO will be applied if usage is less than 500 kWh per billing cycle.  Other Key Terms  .,  Any Third-Party Services that are included on your bill will automatically terminate when your electric service contract wth us is cancelled. For electronic fund transfers ACH personal check or automatic payment plan account deduction.  Contract Expiration Notice: A contract expiration notice will be sent to you at least 30 days but not more than 60 days before the end of your initial contract term specified in your EFL. If you do not take action to ensure that you continue to receive service upon the expiration of your contract you will continue to be served by us automatically under a default renewal product on a monthly basis after the end of your initial contract term until you switch to another provider select another WINDROSE electric service plan or we terminate or disconnect your electric service.  Default Renewal Product: The Default Renewal Product applies to customers whose contract term has expired and who have not selected a new fixed rate contract term. Your price will vary according to a method determined by WINDROSE as set forth in the EFL provided with your contract expiration notice. Automatic Bank Draft: You may conveniently pay your bill by automatic bank draft (ACH) wth WINDROSE via Auto Pay. The TDU will notify you of the final status of your designation as a Critical Care or Chronic Condition Residential Customer and will notify you wmmnen such designation will expire and whether you will receive a renewal notice. ,$2,3¢,$5.47,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77450,WINDROSE ENERGY,Windrose Saver 18,10.6 cents,10.1 cents,9.8 cents,Fixed,18 months,$125.00,Yes; $125 One time associated with terminating service?,15%,PDFs/WINDROSE ENERGY-6.pdf,Terms of Services/WINDROSE ENERGY-6.pdf,https://signup.windroseenergy.com/Home/index?ProductCode=RNR18001064,https://signup.windroseenergy.com/Home/EFl?productId=89640,https://signup.windroseenergy.com/Home/TOS?productId=89636,(800) 483-1836, The price non-recurring fees and Taxes will be reflected on your monthly bill as Current Charges.  Non-Recurring Fees and Charges  You agree to pay non-recurring fees charged by the transmission and distribution utility (TDU) that are necessary to implement and Non-recurring fees by the TDU may include a meter installation fee connection fee disconnection or reconnection fees meter tampering broken meter seal temporary disconnect Non-recurring fees will appear as a separate line item on your bill.com  energy  Additionally WINDROSE may assess the following Non-Recurring fees as listed below. That average monthly usage will then be multiplied by your contracted price for electricity (which includes all monthly recurring charges and excludes taxes reinbursements non-recurring TDU Charges and other nonrecurring charges) plus an additional 15 percent.  See non-recurring fees and charges section in your Terms of Service fora What other fees may ,   Minimum usage charge of SO will be applied if usage is less than 500 kWh per billing cycle.  Other Key Terms  .,  Any Third-Party Services that are included on your bill will automatically terminate when your electric service contract wth us is cancelled. For electronic fund transfers ACH personal check or automatic payment plan account deduction.  Contract Expiration Notice: A contract expiration notice will be sent to you at least 30 days but not more than 60 days before the end of your initial contract term specified in your EFL. If you do not take action to ensure that you continue to receive service upon the expiration of your contract you will continue to be served by us automatically under a default renewal product on a monthly basis after the end of your initial contract term until you switch to another provider select another WINDROSE electric service plan or we terminate or disconnect your electric service.  Default Renewal Product: The Default Renewal Product applies to customers whose contract term has expired and who have not selected a new fixed rate contract term. Your price will vary according to a method determined by WINDROSE as set forth in the EFL provided with your contract expiration notice. Automatic Bank Draft: You may conveniently pay your bill by automatic bank draft (ACH) wth WINDROSE via Auto Pay. The TDU will notify you of the final status of your designation as a Critical Care or Chronic Condition Residential Customer and will notify you wmmnen such designation will expire and whether you will receive a renewal notice. ,SO,5.5¢,$5.47,5,
