
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,FIRST CHOICE POWER ,You Got This 6,8.6 cents,7.8 cents,7.4 cents,Fixed,6 months,$135.00,Yes $135.00,15%,PDFs/FIRST CHOICE POWER -4.pdf,Terms of Services/FIRST CHOICE POWER -4.pdf,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-6/msid/26550/pid/ygt6?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX1084_ENG_20191204.PDF,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,(888) 676-9883, Disclosure  ChartWhat other fees may I be charged?,  ,   Other Key Terms and QuestionsSee Terms of Service document for a listing of fees deposit policy pricing for a default month-to-month renewal product and other terms.,$4.95,3.1¢,$3.42,3,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,FRONTIER UTILITIES,Eco Green 5,7.3 cents,6.9 cents,6.8 cents,Fixed,5 months,$150.00,Yes. A $ 150.00 early termination fee will apply if you terminate serviceprior to the expiration of the contract term.,100%,PDFs/FRONTIER UTILITIES-4.pdf,Terms of Services/FRONTIER UTILITIES-4.pdf,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=75075&PartnerName=PTCEGO5,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG5&tdspcode=ONCOR_ELEC,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,(877) 261-1024,   We may also charge other fees assessed to Frontier Utilities  by third parties that are incurred  to service your account.    Other  Charges  and  Fees : You may be required to pay  nonrecurring fees (e. All nonrecurring fees may appear as a separate   line item on your invoice. This price does not include taxes or  non-recurring fees.  This price does not include taxes or non -recurring fees.KeyTermsFor a description of all other fees see the "Fees" "Other Charges and fees" and "Credit Checks & Deposits" sections of your Term of Service.What other fees may I be charged?, To maintain a positive balance we may require a  minimum purchase of the equivalent of two days of your  established average power usage. However if your account is  disconnected you may be required to pay a Disconnect   Charge Reconnect Charge and any negative usage incurred. , Other notices such as but not limited to  disconnection notices renewal offers marketing and  promotions may still be mailed to your postal address.   Contract  Expiration  Notice : Frontier Utilities will send you an  expiration notice at least 30 days prior to the date of contract  expiration but no more than 60 days in advance of the  expiration. If you do not  renew the Agreement before the expiration date your electric  service with Frontier Utilities will continue on Frontier Utilities   Fixed  Term  Contract  Expiration  Notice : Frontier Utilities will send  you an expiration  notice at least 30 days prior to the date of  contract expiration but no more than 60 days in advance of the  expiration. Discounts and Credit  payments  will then automatically be used to purchase additional kWhs at  the current rate per kWh. This Agreement will be cancelled  automatically if your s ervice is disconnected and you are not  reconnected within 5 days after disconnection. Your service will be automatically disconnected if your  balance remains below $10 (approximately  70kWh) for more  than 5 days or if it has been more than 5 days since your last  recharge and your balance is $10 (approximately 70kWh) or  below.00 early termination fee will apply if you terminate serviceprior to the expiration of the contract term.,$0.00,2.74,$3.42,3,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,SOUTHWEST POWER & LIGHT,Spirit of Texas Fixed Rate AutoPay E-Plan,12.1 cents,9.7 cents,9.6 cents,Fixed,36 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/SOUTHWEST POWER & LIGHT-7.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-7.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUF36&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUF36&lang=en,(866) 941-7975,  Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  We intend that all non-recurring fees  will be disclosed prior to submitting  any transactions that would generate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?, 95 Minimum Usage Fee (Southwest will notcharge the Minimum Usage Fee for each billing cycle in which you use at least 1000kWhs) and Public Utility Commission of Texas (,    Term & Renewal:  Your service will begin on your next meter read cycle date (your    Please call or contact us via email or online at  the above information to renew your service once or before your te rm approaches expiration. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice  If you authorized the monthly payment of your invoices via automatic  recurring (i) withdrawals from your checking or savings ac counts or (ii) charges to your credit  card you also hereby agree and irrevocably grant your express writt en consent permitting Southwest to transfer or assign such  consent and authorization to any  assignee under any assignment permitted under this paragraph.  Automatic Continuance:  After the expiration of your Agreement   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$9.95,5,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,INFUSE ENERGY LLC,PTC Infusion Flex,10.6 cents,10.3 cents,10.1 cents,Variable,1 months,$0.00,$0.00 Per billing cycle      Minimum Usage Fee (if usage is less than 500 kWh): $4.,16%,PDFs/INFUSE ENERGY LLC-2.pdf,Terms of Services/INFUSE ENERGY LLC-2.pdf,https://www.infuseenergy.com/signup/signup-step1/?id=860696&promotion=NONE&valid=N&referral=&landingpage=ptc,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201910/EFL-20191018-110341-ONCORD-PTC Infusion Flex (English).pdf,http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,(844) 463-8732,   Also please note that the prices shown on the  E FL  do not include any taxes  non recurring fees charged by the TDU serving the ESI ID(s) covered by this  Agreement or other Infuse non recurring service fees identified in this  Agreement.  In addition  Infuse will charge a fee for each payment transaction that is not processed   Lastly Infuse also has the right to charge  disconnection and reconnection   Possible Nonrecurring Fees      Possible Nonrecurring Fees:   Below are fees you may be charged by  Infuse. Your bill will also include all applicable  Taxes and other charges allowed pursuant to this Agreement. What other fees may I be charged?  Information on other charges and non-recurring fees is  available in the Pricing and Possible Nonrecurring Fees sections of the  Terms of Service document. No Electricity Price Average Monthly Use Average Price per kWh The price you pay  per billing cycle  will include: The energy charge(s) below Applicable  non-recurring  fees from the TDU (passed through at cost) and, 00 Per billing cycle      Minimum Usage Fee (if usage is less than 500 kWh): $4.95 Per billing cycle Oncor Delivery 3.,00 for any declined or returned  payment for any reason including but not limited to insufficient funds  by any method of payment including but not limit ed to bank or personal  check automatic payment plan account deduction or credit   Expiration :   For Plans that have a Term which is greater than 1 month a   contract expiration notice will be sent at least 14 days prior to the end of the  initial contract term and  no Early Termination Fee shall apply 14 or fewer  days prior to the date stated as the expiration date in the notice.  Residential customers on the  Keep It Simple Savings  Weekend Free For All CareFree Nights and Essential Infusion plans  will  automatically renew for successive monthly t  prevailing Practical  Simple  Monthly Plan or Sensible   Simple  Green Monthly  Plan (if the originally selected Plan is effectively composed of at least 50%  renewable energy)  rate s  as  disclosed in the applicable Electricity Facts Label  then in effect . Upon receiving any such  notice you will have the right to  terminate this Agreement by choosing  anothe r REP and no termination penalty shall apply for 14 days from the date  that the notice is sent to you but may apply if action is taken after the 14 days  have expired.   However if you terminate this Agreement with Infuse for any covered ESI  ID(s) prior to the end of the Term or any renewal Term of any Plan by  switching to another REP Plan or otherwise for any reason other than those  listed in the immediately pre ceding paragraph or if Infuse terminates this  Agreement because your electric service has been disconnected for failure    lan as set  forth in the applicable EFL.   Termination :   After the T erm of your Plan  has expired we will  continue to  supply you with electricity  on a monthly basis until you cancel by switching  to another  REP  select another  Infuse  Plan or we terminate or disconnect  your electric service . You are required to notify and provide Infuse with new bank  account or credit card information should your designated method of  payment expire or otherwise become o bsolete or unusable. Th is provision survives any  termination or expiration of this Agreement. ,$0.00,6.120 cents,,4,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,Express Energy,Speedy 12,10.9 cents,10.5 cents,10.4 cents,Fixed,12 months,$20 per month remaining,Yes. A termination fee of $20 multiplied by the number of months  remaining on the term of your contract will apply.,6%,PDFs/Express Energy.pdf,Terms of Services/Express Energy.pdf,https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=ONCOR_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=spdyvb,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_spdyvb12gam_o.pdf,https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf,(844) 361-2075, Your bill will include non recurring  fees charged by the TDU that are necessary to implement and     Non recurring fees will appear as  line items on your bill.    The price  non recurring fees and Taxes will be reflected on your monthly  bill as Current Charges.     In addition to other charges we incur  in the collections process we may charge up to $24. What other fees may I be charged? Electricity Facts Label (EFL) EXPRESS ENERGY Speedy 12 Oncor Service Area Electricity Price 500 kWh This price disclosure is based on the following components: Issue Date: September 13 2019 The average prices listed above do not include facility relocation fees or other charges ordered by a municipality.,  ,               CONTRACT EXPIRATION NOTICE   If you are on a product that has a contract term of at least three  months a contract expiration notice will be sent to you at least  30 days before the end of your initial contract term.95 if you fail to pay the past due  amount before the expiration date of any  Express   Energy issued  disconnection notice.   With our recurring payment program  Auto Pay   you  get the convenience of  easy automatic payments each month for  what you owe. The TDU will  notify you of the final status of your designation as a Critical Care  or Chronic Condition Residential Custo mer and will notify you  when such designation will expire and whether you will receive  a renewal notice. ,$0.00,6.360¢,,2,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,TRIEAGLE ENERGY LP,Eagle 24,10.8 cents,10.3 cents,10.0 cents,Fixed,24 months,$20.00 per month left in term,Yes.  $20 multiplied by the number of months  remaining in your current Fixed Rate term  determined at the time of termination.,6%,PDFs/TRIEAGLE ENERGY LP-1.pdf,Terms of Services/TRIEAGLE ENERGY LP-1.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-24mo.pdf,http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,(877) 933-2453, The  Energy  Charge to be paid per billing cycle  by Customer to TriEagle will include: cost of energy; ERCOT pass  through charges; the transmission and distribution charges and other recurring charges from your local  TDSP.  Customer shall also be  liable for all assessments and other charges imposed by the PUCT or any governmental authority on the  sale of electricity by TriEagle to Customer. Prices exclude TDU nonrecurring charges and other non-recurring charges such as state and local taxes and gross  receipts reimbursements if applicable. What other fees may I be charged?,  , (f) If a Renewal Agreement is not executed prior to the current Agreement  A termination penalty may apply if the Customer does not  notify TriEagle prior to the expiration of the 14 day notice.    The  TDSP  shall notify the customer of the expiration of  their designation via a mailed renewal notice for a period longer than 90 days for a Chronic Condition  Customer or at least 45 days prior to the expiration date of the customer The provision of this Agreement concerning payment confidentiality and indemnification  shall survive the termination or expiration of this Agreement. ,$4.95,9.8¢,,2,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,SOUTHWEST POWER & LIGHT,Texas Saver Month to Month Autopay E-Plan,13.2 cents,12.5 cents,12.2 cents,Variable,1 months,$0.00, ,16%,PDFs/SOUTHWEST POWER & LIGHT-8.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-8.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUPROMOPTC&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUPROMOPTC&lang=en,(866) 941-7975,  5 Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  All non-recu rring fees are disclosed prior to submitting any transactions  that would generate such non-recurring  fees.What other fees may I becharged?, The price you will  be charged the first month of your electric service (or during  your first billing period if you elect a self-selected switch)  will be equal to the base energy price set forth in  your EFL plus depending on your plan a Minimum Usage Fee or Base  Charge which if applicable will be in addition to your b ase commodity rate per kWh and which if  applicable will be set forth in your EFL (Electricity Facts Labe l) for your applicable plan and produc t plus charges from the  Electric Reliability Council of Texas ( ,    Term & Renewal:  Your service will begin on your next meter read cycle date (your   If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$3.00,5,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,TRIEAGLE ENERGY LP,Green Eagle 12,11.3 cents,10.8 cents,10.5 cents,Fixed,12 months,$20.00 per month left in term,Yes.  $20 multiplied by the number of months  remaining in your current Fixed Rate term  determined at the time of termination.,100%,PDFs/TRIEAGLE ENERGY LP-2.pdf,Terms of Services/TRIEAGLE ENERGY LP-2.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-12mo.pdf,http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,(877) 933-2453, The  Energy  Charge to be paid per billing cycle  by Customer to TriEagle will include: cost of energy; ERCOT pass  through charges; the transmission and distribution charges and other recurring charges from your local  TDSP.  Customer shall also be  liable for all assessments and other charges imposed by the PUCT or any governmental authority on the  sale of electricity by TriEagle to Customer. Prices exclude TDU nonrecurring charges and other non-recurring charges such as state and local taxes and gross  receipts reimbursements if applicable. What other fees may I be charged?,  , (f) If a Renewal Agreement is not executed prior to the current Agreement  A termination penalty may apply if the Customer does not  notify TriEagle prior to the expiration of the 14 day notice.    The  TDSP  shall notify the customer of the expiration of  their designation via a mailed renewal notice for a period longer than 90 days for a Chronic Condition  Customer or at least 45 days prior to the expiration date of the customer The provision of this Agreement concerning payment confidentiality and indemnification  shall survive the termination or expiration of this Agreement. ,$4.95,10.3¢,,2,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,BRILLIANT ENERGY LLC,Simple Plan (Web Enrollment Only),7.1 cents,6.7 cents,6.6 cents,Fixed,3 months,$0.00, ,6%,PDFs/BRILLIANT ENERGY LLC.pdf,Terms of Services/BRILLIANT ENERGY LLC.pdf,https://enrollments.brilliantenergy.com/residential/getoffers/txued/ptc,https://api.brilliantenergy.com/Agreements/GetResidentialDocument?productToken=8170dd95-cf11-4322-a6f3-14bf81e59b4a&documentType=efl&language=english,https://api.brilliantenergy.com/Agreements/GetResidentialDocument?documentType=tossp&language=english,,   TDU Delivery Charges include all of the recurring charges levied by the TDU. What other fees may I be charged?,  ,  ,,2.56¢,3.8447¢,4,
12/14/2019,TX,ONCOR ELECTRIC DELIVERY COMPANY,75211,TXU ENERGY,Simple Value 12,12.9 cents,11.6 cents,10.9 cents,Fixed,12 months,$150.00,$150.00,6%,PDFs/TXU ENERGY-4.pdf,Terms of Services/TXU ENERGY-4.pdf,http://www.txu.com/ptc/simplevalue12,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXSIMVL1212AD&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,(855) 847-6135,   Taxes and other charges for residential customers may be  different than those for business customers.   The average prices disclosed on  your EFL include recurring charges which are  charges that we expect to  bill you on a regular basis.           What are  TDU non recurring fees ?     What non recurring fees  other than  TDU   fees  can I be charged?      Other Fees      If additional fees apply to your product they will be  described in your  EFL.        TXU Energy Express Pay      You can choose to pa y your bill by credit  card debit card or electronic check for no additional charge by calling our  automated telephone service or by visiting  our website .Average prices per kWh listed above do not include facility relocation fees or other charges ordered by a municipality.DisclosureChartWhat other fees may I be charged?,  ,   CONTRACT EXPIRATION NOTICE   If you  are on   product that has a contract term of at least three months we  will send you a written notice at least  30  days  or one billing cycle prior to  the date of contract expiration but no more than 60 days or two billing  cycles in advance of contract expira tion .   The  contract expiration  notice will let you kn ow  what you need to do if you want to renew your  service  to another term or  change your service plan.     I am   on a product with a term longer than 31 days  what happens if I  terminate my Contract  before it expires?   However you  can  contact TXU Energy  to terminate your Contract without penalty if: (1)   you  move to another location   and provide us with evidence of your move and a  forwarding ad dress ;   (2)   we notify you of a change to the terms and  conditions of your Contract and you terminate within 14 days from the date  the notice is sent; or (3)   you terminate your Contract within 14 days of its  expiration date. ,$9.95,€6.4000¢,,5,
