
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,INFINITE ENERGY,5 Month Simple Plan,8.6 cents,8.1 cents,7.8 cents,Fixed,5 months,$100.00,yourcontract an Early Termination Fee of $100.00 will apply.,4%,PDFs/INFINITE ENERGY.pdf,Terms of Services/INFINITE ENERGY.pdf,https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=5&utm_content=Signup,https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=CenterPoint&rateDescriptor=5-Month%20Simple&promoCode=PTC,https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US,(877) 928-8766,    D ELIVERY  C HARGES : Includes all TDU recurring charges that are billed on a per unit basis  such as   the Transmission System  Charge Distribution System Charge Transition Charge(s)  and similar charges .  Each  party   will  indemnify and hold harmless the other from all taxes royalties fees or other charges incurred with respect to the Service  to which it has  title;  you   are responsible for any taxes fees or charges imposed simultaneously with the transfer of title.What other fees may I be charged? For a description of all otherfees see the OTHER FEES section of your Terms of Service.,  ,   If  you   are a new Customer  your   Service and  Rate   start date  will be  your   first  meter read following  your   confirmed enrollment   by your TDU ; if  you   are a current Customer  your   Service will continue and  you r   Rate   start  date  will  be  the earlier of (a) the date specified in this Agreement or (b)  the day following the   expiration of  your   existing  Rate .  Once  you r TDU has   qualified  you  as a critical care residential customer the designation is valid for  1   year and  we   will send  you   a renewal application prior to the   expiration of  your   designation.    We   will notif y  you   of all available  renewal  options   n o less than  30   calendar  days  before your   Agreement   end date.     If  Service to any  M ete r   is  t erminated  such  M eter   will   be  subject to an   E arly  T ermination   Fee  unless   such   termination is   ( a )   due to a move to a new premise and  you   have provided s ufficient evidence of  your   move ; ( b ) pursuant  to the MATERIAL CHANGE section or ( c )  initiated   within   14   days before  your   Agreement   expiration date. The terms of any transaction hereunder  will   be kept confidential by the parties hereto for one  year from the expiration of the transaction. ,,3.5162¢,$0.00,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,FRONTIER UTILITIES,Eco Green 6,8.2 cents,7.6 cents,7.4 cents,Fixed,6 months,$150.00,Yes. A $ 150.00 early termination fee will apply if you terminate serviceprior to the expiration of the contract term.,100%,PDFs/FRONTIER UTILITIES-3.pdf,Terms of Services/FRONTIER UTILITIES-3.pdf,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=77479&PartnerName=PTCEGO6,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG6&tdspcode=CNP,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,(877) 261-1024,   We may also charge other fees assessed to Frontier Utilities  by third parties that are incurred  to service your account.    Other  Charges  and  Fees : You may be required to pay  nonrecurring fees (e. All nonrecurring fees may appear as a separate   line item on your invoice. This price does not include taxes or  non-recurring fees.  This price does not include taxes or non -recurring fees.KeyTermsFor a description of all other fees see the "Fees" "Other Charges and fees" and "Credit Checks & Deposits" sections of your Term of Service.What other fees may I be charged?, To maintain a positive balance we may require a  minimum purchase of the equivalent of two days of your  established average power usage. However if your account is  disconnected you may be required to pay a Disconnect   Charge Reconnect Charge and any negative usage incurred. , Other notices such as but not limited to  disconnection notices renewal offers marketing and  promotions may still be mailed to your postal address.   Contract  Expiration  Notice : Frontier Utilities will send you an  expiration notice at least 30 days prior to the date of contract  expiration but no more than 60 days in advance of the  expiration. If you do not  renew the Agreement before the expiration date your electric  service with Frontier Utilities will continue on Frontier Utilities   Fixed  Term  Contract  Expiration  Notice : Frontier Utilities will send  you an expiration  notice at least 30 days prior to the date of  contract expiration but no more than 60 days in advance of the  expiration. Discounts and Credit  payments  will then automatically be used to purchase additional kWhs at  the current rate per kWh. This Agreement will be cancelled  automatically if your s ervice is disconnected and you are not  reconnected within 5 days after disconnection. Your service will be automatically disconnected if your  balance remains below $10 (approximately  70kWh) for more  than 5 days or if it has been more than 5 days since your last  recharge and your balance is $10 (approximately 70kWh) or  below.00 early termination fee will apply if you terminate serviceprior to the expiration of the contract term.,$0.00,3.04,$5.47,3,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,CIRRO ENERGY,Smart Secure 24,12.4 cents,12.4 cents,12.4 cents,Fixed,24 months,$200.00,Yes. $200. This fee does not apply if the customer moves  and provides a forwarding address and other evidence that  may be requested to verify that the customer moved.,10%,PDFs/CIRRO ENERGY-2.pdf,Terms of Services/CIRRO ENERGY-2.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0001&promo_code=WA198B&fromLP=ptc,https://signup.cirroenergy.com/files/090175188211457f.pdf,https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,(844) 417-7180,   You agree to pay non-recurring fees charged by the transmission and di stribution service provider (TDSP) that are necessary to  implement  and Non-recurring fees will appear as separat e line items on your bill. The price non-recurring fees  and Taxes will be reflected on your invoice as Current Charges. What other fees may I be charged? Information  on other non-recurring fees is available in the pricing  section of your Terms of Service.,  , There is also a $30 Disconnect  Recovery Charge if you fail to pay the past due amount before th e expiration date of any disconnection notice issued by Cirro E nergy.  You will not continue to r eceive a bill if the Third  Party Services are scheduled to  cancel automatically when your el ectricity service contract with us is cancelled or terminated .  Automatic Bank Draft:  You may pay your monthly invoice through an automatic bank  draft by completing our Bank Draft Authorization  Form which is available upon request.   Automatic Debit Card Pay : You may select the automatic payment plan using your Visa or MasterCard debit card. The TDSP will notify  you of the final  status of your designation as a Critical Care or Chronic  Condition Residential Customer and will notify you when such designat ion will expire and  whether you will receive a renewal notice.      Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL.     Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL. ,,12.4,,3,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,AMBIT ENERGY,Lone Star Classic 6,12.6 cents,11.1 cents,10.3 cents,Fixed,6 months,$100.00,An early termination fee of $100.00 only applies if you cancel prior to your term expiration date.,15%,PDFs/AMBIT ENERGY-5.pdf,Terms of Services/AMBIT ENERGY-5.pdf,http://www.ambitenergy.com,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_6ENR1650_284_1/EN,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,(877) 282-6248, The price on the EFL does not include non-recurring  fees charged by the TDU Ambit Energy non-recurring fees noted in this  Agreement ERCOT charges fees imposed by any government entity and taxes  all of which will appear as separate line items on your bill and which you agree  to pay as they occur. You may be charged non-recurring fees that  originate from the TDU.    You may be charged non-recurring fees for services Ambit  Energy provides which will apply in cases as described below. The Non-Recurring Ambit Energy Fees  listed below do not include TDU non-recurring fees which will also appear as  separate line items on your bill.  What other fees may ,  , If you fail to renew your electric service contract before it expires  you will automatically continue to be served by Ambit Energy pursuant to a  default variable-price product on a month-to-month basis unless you select  another product or REP.00 only applies if you cancel prior to your term expiration date.,$9.95,S0.0550,$0.040312,2,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,OUR ENERGY LLC,SMART ADVANTAGE 6,8.1 cents,7.0 cents,10.5 cents,Fixed,6 months,$45,$45. If you cancel this Agreement before the end of the initial term.,13%,PDFs/OUR ENERGY LLC.pdf,Terms of Services/OUR ENERGY LLC.pdf,https://goo.gl/4cDcCw,https://ourenergyllc.com/prodox/EFLS/october19/SMARTADV6CNP10012019.pdf,http://www.ourenergyllc.com/prodox/tos/TOS-09242018-V3.pdf,(888) 545-4687,     TDU Delivery Charges:  TDU Delivery Charges include monthly recurring charges that are passed through to you without  mark up or may be bundled with your Energy Charge or Base Charge depending on your plan. The line items on your monthly  bills can include the Energy Charge(s) Base Charge Monthly Service Fee and TDU Delivery Charges as set forth on your  EFL as well as fees or credits including Residential Usage Credit PUC Assessment fee and other recurring or non recurring  third party fees or credits including taxes gross receipts tax reimbursement late fees customer and metering charges  assessed by Our Energy or your TDU charges for non electric products or services you have requested be included on your   Our Energy bill and other additional charges fees or credits.com   recurring charges.  Additional Charges & Fees:  OUR Energy Services are only a portion of your total monthly bill for delivery of electricity. Non-recurring charges billed by a   TDSP include but are not limited to service connection fees out -of -cycle meter readings meter test fees and disconnection  and reconnection fees. In addition to charges or fees specified elsewhere in this Agreement or  otherwise authorized by law Customer will also pay the following additional fees and charges if applicable:   $. Additionally you remain responsible for any  non-recurring charges from your TDSP. Customer will also be liable for all gross receipts taxes on the electric service   provided by OUR Energy to Customer and all other assessments and other charges imposed by any governmental authority   including but not limited to the PUCT.  Summary of Our Energy Non-Recurring Charges:  Our Energy non-recurring charges set forth above are summarized  below.47 per Billing Cycle  Your Average Price Per kWh each month reflects the Energy Charge Usage Creadit and all existing recurring charges (including Transmission and Distribution Utility (  Information on other non-recurring fees is available on your com  What other fees may ,  , Your electricity requirements at the service location or ESI ID  designated by you on your Enrollment or Renewal Form will be served under this Agreement. Your initial length  of service  is indicated  on your Enrollment  or Renewal Form  and      For term products a contract expiration notice will be sent at least 30 days prior to the end of the initial contract term. If you fail to renew your contract with Our Energy or switch to another REP   your service will automatically continue on a monthto- month basis after the expiration of your initial contract  on the OUR-  Default Plan which is a monthly rate plan and may include a monthly customer service fee all of which will be set forth in   the Terms of Service EFL and00 for payments returned for insufficient funds   by any method of payment including but not limited to bank orpersonal check automatic payment plan account deduction or credit In general the following information may be collected  automatically in connection with your use of the products and shared with third parties subject to the specific terms of use   and privacy policy for the product:   Set-up and activation information Information from any app widget or other interface you use to access control or operate your product  Environmental and ambient household data from in-home sensing devices including but not limited to thermostats motion devices  security cameras and lighting Information and usage data about connected appliances and devices including home and individual appliance ,SO,9.95¢,,2,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,New Power Texas,Power of One 12 ,32.4 cents,16.2 cents,8.1 cents,Fixed,12 months,$20/month remaining ,Yes New Power Texas will assess a termination fee of $20.00,15%,PDFs/New Power Texas-2.pdf,Terms of Services/New Power Texas-2.pdf,https://www.newpowertx.com/enrollment?promocode=PTC2,https://newpowertx.com/EmailHTML/efl.aspx?RateID=676&BrandID=5&PromoCodeID=447,https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,(888) 853-5747,CustomerunderstandsthattheTDUmaychargeanadditionalfeepertheterms ofitsT ariffforaself-selectedswitchandthatCompanywillpass-throughandCustomerwillpayanysuchcostswhich will be passed through without mark-up.Customeris alsoresponsibleforpayinganynonrecurringfeesandchargesfromtheTDUincludingbutnotlimitedtofeesand chargesrelatedtoestablishingdisconnectingreconnectingormaintainingelectricserviceorequipment.00in additiontoanycostschargedtoCompanybytheTDUforsuchservice((a)-(d)collectivelydefinedasFees)taxesor other charges that are assessed to the Customer and excluded from the Price as listed on the Agreement Summary . The above averages exclude non-recurring charges from the TDU Electricity other fees as stated in the Terms of Service state and local sales tax the PUC Assessment and gross receipts reimbursements. These fees are not What other fees may ,  ,UnlessspecificallystatedotherwiseCompanymaydelivercopiesof thisAgreementandotheraccountinformationincludingenrollmentconfirmationandAgreementexpirationnotices viaemail.IntheRenewalNoticeCompanywillexplaintherenewaloptions.Thisauthorizationwillremaininef fectfromthe dateCustomerexecutesthisAgreementthroughtheInitialT ermandanyRenewalT erm.Afinaltrue-upwillbemadeiftheaccountisterminatedorthisAgreementexpiresbutsuchtrueupwilloccuratleasteverytwelve(12)billingcycles.TheTDUwillnotifyCustomerandCompanyofthefinaldeterminationofwhetherCustomerhasbeen designatedasCriticalCareCustomeroraChronicConditionCustomerandwhetherCustomerwillreceivearenewal noticeofCustomer Pleasebeaware thatifCustomeractsafterthe14dayshasexpiredaterminationpenaltyshallapply . TheprovisionsofthisAgreementconcerningpaymentlimitationofliability andwaiverswillsurvivetheterminationor expirationofthisAgreement. ,$162.00,0,,1,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,AMBIT ENERGY,Lone Star Flex,18.7 cents,17.7 cents,17.2 cents,Variable,1 months,$0.00,per kWh $0.1260  bel $5.,15%,PDFs/AMBIT ENERGY-6.pdf,Terms of Services/AMBIT ENERGY-6.pdf,http://www.ambitenergy.com,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1654_284_1/EN,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,(877) 282-6248, The price on the EFL does not include non-recurring  fees charged by the TDU Ambit Energy non-recurring fees noted in this  Agreement ERCOT charges fees imposed by any government entity and taxes  all of which will appear as separate line items on your bill and which you agree  to pay as they occur. You may be charged non-recurring fees that  originate from the TDU.    You may be charged non-recurring fees for services Ambit  Energy provides which will apply in cases as described below. The Non-Recurring Ambit Energy Fees  listed below do not include TDU non-recurring fees which will also appear as  separate line items on your bill.  What other fees may ,  , If you fail to renew your electric service contract before it expires  you will automatically continue to be served by Ambit Energy pursuant to a  default variable-price product on a month-to-month basis unless you select  another product or REP. ,$4.95,$0.1260,$0.040312,2,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,JUST ENERGY,PTC Plan - 24,11.4 cents,11.4 cents,11.4 cents,Fixed,24 months,$,$0.,10%,PDFs/JUST ENERGY-1.pdf,Terms of Services/JUST ENERGY-1.pdf,https://www.justenergy.com/affiliatepartner/ptc,https://webs.justenergydeals.com/Generate_Docs/Generate_EflLinks.aspx?RID=y4yIFy9L0BM=&RCID=nnkoyMHsHd8=&L=6f+Ch9flI7k=,https://webs.justenergydeals.com/Generate_Docs/TosyracLink.aspx?RID=y4yIFy9L0BM=&RCID=nnkoyMHsHd8=&L=6f+Ch9flI7k=,(866) 587-8674, 00  and (iv) all recurring charges. The average price does not include state and local sales taxes reimbursement for the state miscellaneous gross receipts  tax or non-recurring charges such as (for illustration purposes only) special meter read What other fees may I be charged?, Advanced Metering Charge:  a charge    Agreement:   Base Charge:    Connection Balance:     Current Balance:  Customer:    Disconnection Balance:    Energy Charge:   ERCOT:   ESIID:   Future Use:    JE AutoPay:     JustGreen:     Just Energy:   Minimum Usage Credit , Renewal. For term contracts notice of contract expiration and  renewal offer will be sent no less than 30 days before the  expiration of the Agreement Term. This exemption from disconnection due to critical care shall be in effect for 63 days and may be applied for again after  the 63 days has expired and the deferred payment plan has been fulfilled. ,$0.00,$0.00,,2,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,AMBIT ENERGY,Lone Star Classic 12,15.8 cents,14.3 cents,13.5 cents,Fixed,12 months,$199.00,An early termination fee of $199.00 only applies if you cancel prior to your term expiration date.,15%,PDFs/AMBIT ENERGY-7.pdf,Terms of Services/AMBIT ENERGY-7.pdf,http://www.ambitenergy.com,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1660_284_1/EN,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,(877) 282-6248, The price on the EFL does not include non-recurring  fees charged by the TDU Ambit Energy non-recurring fees noted in this  Agreement ERCOT charges fees imposed by any government entity and taxes  all of which will appear as separate line items on your bill and which you agree  to pay as they occur. You may be charged non-recurring fees that  originate from the TDU.    You may be charged non-recurring fees for services Ambit  Energy provides which will apply in cases as described below. The Non-Recurring Ambit Energy Fees  listed below do not include TDU non-recurring fees which will also appear as  separate line items on your bill.  What other fees may ,  , If you fail to renew your electric service contract before it expires  you will automatically continue to be served by Ambit Energy pursuant to a  default variable-price product on a month-to-month basis unless you select  another product or REP.00 only applies if you cancel prior to your term expiration date.,$9.95,$0.0873,$0.040312,2,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77379,SOUTHERN FEDERAL POWER LLC,SoFed Try Us Out Now - 7,9.3 cents,8.2 cents,7.7 cents,Fixed,7 months,$39.00, ,5%,PDFs/SOUTHERN FEDERAL POWER LLC.pdf,Terms of Services/SOUTHERN FEDERAL POWER LLC.pdf,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%207%2020190913,https://bit.ly/34pPCrl,https://bit.ly/2ZfBfqk,(844) 644-0474,  You may also be required to pay non-recurring fees and charges originated by your TDU including but not limited to fees and charges related to establishing switching disconnecting reconnecting or maintaining electric service or equipment.  Additional fees that may be assessed at the sole discretion of Southern Federal include: (1) when payment is submitted_after listed due date on customer’s bill a late payment fee of 5% of the total balance due; (2) when a Disconnection For Non-Payment (DNP) Letter is generated one (1) day after customer’s listed due date a Disconnection Notice Fee of $12.00 or; (8) any early contract termination fee or additional charges as outlined in the EFL; (9) customers on eBill specific products may be assessed a Payment Assist fee of $4.  If more than one meter identified by an ESIID is included as a part of your Agreement you will be charged for all of the usage and additional charges or fees assessed at all of the included ESIIDs. Each party will indemnify and hold harmless the other from all taxes royalties fees or other charges incurred with respect to the Service to which it has title; you are responsible for any taxes fees or charges imposed simultaneously with the transfer of title. For  updated TDU deliv ery charges go to    by your TDU or  any government entitOTHER KEY  TERMS &   QUESTIONS See your Terms of Service (TOS) for listing of any additional fees deposit policies & other terms.   What other fees may I be   charged?,  You will also be billed the Minimum Usage Charge (if applicable per your EFL) for any usage less than the threshold set forth on your EFL in any given billing cycle. A billing cycle may be less than 30 days but the Minimum Usage Charge (if one is shown on your EFL) will not be prorated if assessed. , If you are a new Customer your Service and Rate Start date will be your first meter read following your confirmed enrollment by your TDU; if you area current Customer your Service will continue and your Rate start date will be the earlier of (a) the date specified in this Agreement or (b) the day following the expiration of your existing Rate.  EXPIRATION AND RENEWAL  We will notify you of all available renewal options no less than 30 calendar days before your Agreement end date. (D) pursuant to the MATERIAL CHANGE section or (c) initiated within 30 days before your Agreement expiration date. ,,,1.844,-1,
