date_downloaded,TDU_service_territory,supplier_name,plan_id,incumbent_flag,plan_order_rank,contract_term_1,contract_term_2,early_termination_fee,enrollment_fee,percent_renewable,rate_type,variable_rate_1,variable_rate_2,fixed_charge,additional_incentives,enroll_online,new_customer_only,estimated_monthly_cost,estimated_savings
,UIResidentialCustomers,UIResidentialCustomers,54649,TRUE,0,,,0,0,0.29,Fixed,0.1056,,0,"Fixed until June 30, 2020.",FALSE,FALSE,79.2,0
,UIResidentialCustomers,Town Square Energy,119601,FALSE,1,6,,50,0,0.29,Fixed,0.0692,,0,,FALSE,FALSE,51.9,27.31
,UIResidentialCustomers,Sunwave Gas &amp; Power,119581,FALSE,2,6,,50,0,0.29,Fixed,0.0693,,0,Offer designed for customers with 60% Load Factor energy consumption or better. Requires usage review and supplier approval. Contact supplier for details and information regarding cancellation fee.,FALSE,FALSE,51.94,27.27
,UIResidentialCustomers,"Liberty Power Holdings, LLC (EA)",119831,FALSE,3,6,,50,0,0.29,Fixed,0.0709,,0,$25 Gift Card Offer upon completion of plan's 5th billing cycle.,FALSE,FALSE,53.18,26.03
,UIResidentialCustomers,Town Square Energy,119401,FALSE,4,7,,0,0,0.29,Fixed,0.0711,,0,,FALSE,FALSE,53.33,25.88
,UIResidentialCustomers,"Public Power, LLC (EA)",119371,FALSE,5,8,,0,0,0.29,Fixed,0.0539,,12.95,"Monthly Capacity Fee is fixed for the term of the offer and billed separately by the supplier. Estimated annual usage must not exceed 30,000 kWh.",TRUE,TRUE,40.43,25.83
,UIResidentialCustomers,"Public Power, LLC (EA)",119376,FALSE,6,8,,0,0,0.29,Fixed,0.0319,,30,"Monthly Capacity Fee is fixed for the term of the offer and billed separately by the supplier. Estimated annual usage must not exceed 30,000 kWh.",TRUE,TRUE,23.92,25.29
,UIResidentialCustomers,"Public Power, LLC (EA)",119366,FALSE,7,8,,0,0,0.29,Fixed,0.0719,,0,,TRUE,TRUE,53.93,25.28
,UIResidentialCustomers,"Verde Energy USA, Inc.",119716,FALSE,8,6,,0,0,1,Fixed,0.0719,,0,,TRUE,TRUE,53.93,25.28
,UIResidentialCustomers,"Clearview Electric, Inc.",118366,FALSE,9,6,,50,0,1,Fixed,0.0729,,0,,TRUE,FALSE,54.68,24.53
,UIResidentialCustomers,"Clearview Electric, Inc.",117541,FALSE,10,9,,50,0,1,Fixed,0.0739,,0,,TRUE,FALSE,55.43,23.78
,UIResidentialCustomers,"Starion Energy, Inc.",117596,FALSE,11,9,,0,0,0.29,Fixed,0.0739,,0,,FALSE,TRUE,55.43,23.78
,UIResidentialCustomers,"Discount Power, Inc.",119161,FALSE,12,6,,0,50,1,Fixed,0.064,,0,Includes monthly online shopping/dining rewards program.,TRUE,TRUE,48,22.88
,UIResidentialCustomers,Direct Energy,119496,FALSE,13,8,,0,0,0.29,Fixed,0.0759,,0,,TRUE,TRUE,56.93,22.28
