
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,SPARK ENERGY LLC,Choice 15,14.2 cents,13.3 cents,12.8 cents,Fixed,15 months,$100.00,$100.00 .,0%,PDFs/SPARK ENERGY LLC-2.pdf,Terms of Services/SPARK ENERGY LLC-2.pdf,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=146169&commodity=Electric&market=CPL&utilityId=1&promoCode=&brk_source=&referalid=,https://www.sparkenergy.com/api/enrollment-product-document/146169/EFL/NoPromo/CPL/Electric/77437,https://www.sparkenergy.com/api/enrollment-product-document/146169/TOS/NoPromo/CPL/Electric/77437,(877) 547-7275,    The Price is subject  to change during the Initial Term of  this Agreement only if there are changes in TDSP  charges; changes to the Electric Reliability Council of  Texas     or Texas Regional Entity   administrative fees charged to loads or changes resulting  from f ederal state or local laws or regulatory actions that  impose new or modified fees or costs   that are beyond       What other fees may I be charged?  Information on other non recurring fees is available in the  Terms of Service in the section labeled    ., 00   $  per   bill month   Minimum   Usage Fee   $0.00   $ per bill month if  usage   ,  ,,7.90,,3,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,YEP,YEP Saver Fixed Autopay E-Plan,12.4 cents,11.2 cents,10.6 cents,Fixed,24 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/YEP-8.pdf,Terms of Services/YEP-8.pdf,https://enroll.yepenergy.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLF24PTC&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLF24PTC&lang=en,(866) 937-5937,) Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring  fees as charged by your TDSP as of May 23 2017.  We intend that all  non-recurring fees will be disclosed prior to submitting any transactions that would g enerate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?,  ,) Term & Renewal:  Your service will begin on your next mete r read cycle date (your   Please call or contac t us via email or online at the above info rmation to renew your service once or befo re your term approaches expiration.  Plea se see the Automatic Continuance  section for provisions governing  your price and serv ice after expiration  of your initial term. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checking or savings accounts or ( ii) charges to your credit card then  YEP may debit your bank account (or charge your credit card) on  or after the third day after the date of the invoice) Automatic Continuance:  After the expiration of your Agreement  YEP will send you an Expira tion Notice at least 14 days prior to the end of your Term.) Consent to Contact Via Text Email Automatic Phone Dialing and the Use of Pre-Recorded Voice Systems:  To further YEP ,,,$3.00,5,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,AP GAS & ELECTRIC (TX) LLC,TrueClassic 7,12.7 cents,11.2 cents,10.4 cents,Fixed,7 months,$150.00, ,6%,PDFs/AP GAS & ELECTRIC (TX) LLC-1.pdf,Terms of Services/AP GAS & ELECTRIC (TX) LLC-1.pdf,http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=7_month&utm_medium=AEC&utm_rate=5.4,https://enroll.apge.com/Offer/getDocument?documentId=106&offerCode=AEC_RES_7_FIXED_WEB_SRB,https://enroll.apge.com/Offer/getDocument?documentId=105&offerCode=AEC_RES_7_FIXED_WEB_SRB,(877) 544-4857,  This price disclosure is an example of the total average price for electric service reflecting all recurring charges and is based on the following components:  Energy Rate ( Prices are exclusive of state and local sales taxes the Gross Receipts Reimbursement and any other non-recurring charges.  What other fees may ,  , Upon completion of Initial Term if Customer does not provide consent to renewal terms this Agreement will automatically renew and Customer shall continue to receive electric service from APG&E at a month-to-month variable Holdover Rate until Customer renews with APG&E or switches to another REP. Collections: APG&E reserves the right to automatically charge the credit This authorization will remain in effect during Initial Term and any Renewal Term of this Agreement. ,5.95,5.400,4.4846,4,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,TXU ENERGY,Saver's Deal 12,17.7 cents,15.8 cents,11.5 cents,Fixed,12 months,$150.00,$150.00,6%,PDFs/TXU ENERGY-6.pdf,Terms of Services/TXU ENERGY-6.pdf,http://www.txu.com/ptc/saversdeal12,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SAVDL12AN&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,(855) 847-6135,   Taxes and other charges for residential customers may be  different than those for business customers.   The average prices disclosed on  your EFL include recurring charges which are  charges that we expect to  bill you on a regular basis.           What are  TDU non recurring fees ?     What non recurring fees  other than  TDU   fees  can I be charged?      Other Fees      If additional fees apply to your product they will be  described in your  EFL.        TXU Energy Express Pay      You can choose to pa y your bill by credit  card debit card or electronic check for no additional charge by calling our  automated telephone service or by visiting  our website .Average prices per kWh listed above do not include facility relocation fees or other charges ordered by a municipality.DisclosureChartWhat other fees may I be charged?,  ,   CONTRACT EXPIRATION NOTICE   If you  are on   product that has a contract term of at least three months we  will send you a written notice at least  30  days  or one billing cycle prior to  the date of contract expiration but no more than 60 days or two billing  cycles in advance of contract expira tion .   The  contract expiration  notice will let you kn ow  what you need to do if you want to renew your  service  to another term or  change your service plan.     I am   on a product with a term longer than 31 days  what happens if I  terminate my Contract  before it expires?   However you  can  contact TXU Energy  to terminate your Contract without penalty if: (1)   you  move to another location   and provide us with evidence of your move and a  forwarding ad dress ;   (2)   we notify you of a change to the terms and  conditions of your Contract and you terminate within 14 days from the date  the notice is sent; or (3)   you terminate your Contract within 14 days of its  expiration date. ,$9.95,€0,,5,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,PowerNext,PowerNext 15,11.6 cents,11.1 cents,10.8 cents,Fixed,15 months,$20/month remaining ,Yes PowerNext will assess a termination fee of $20.00,15%,PDFs/PowerNext-1.pdf,Terms of Services/PowerNext-1.pdf,https://mypowernext.com/enrollment?promocode=PTC,https://www.mypowernext.com/EmailHTML/efl.aspx?RateID=1001&BrandID=4&PromoCodeID=126,https://www.mypowernext.com/docs/default-source/enrollment-files/tos.pdf,(888) 853-5141,CustomerunderstandsthattheTDUmaychargeanadditionalfeepertheterms ofitsT ariffforaself-selectedswitchandthatCompanywillpass-throughandCustomerwillpayanysuchcostswhich will be passed through without mark-up.Customeris alsoresponsibleforpayinganynonrecurringfeesandchargesfromtheTDUincludingbutnotlimitedtofeesand chargesrelatedtoestablishingdisconnectingreconnectingormaintainingelectricserviceorequipment.00in additiontoanycostschargedtoCompanybytheTDUforsuchservice((a)-(d)collectivelydefinedasFees)taxesor other charges that are assessed to the Customer and excluded from the Price as listed on the Agreement Summary . The above averages exclude non-recurring charges from the TDU other fees as stated in the Terms of Service state and local sales tax the PUC Assessment and gross receipts reimbursements. These fees are not What other fees may ,  ,UnlessspecificallystatedotherwiseCompanymaydelivercopiesof thisAgreementandotheraccountinformationincludingenrollmentconfirmationandAgreementexpirationnotices viaemail.IntheRenewalNoticeCompanywillexplaintherenewaloptions.Thisauthorizationwillremaininef fectfromthe dateCustomerexecutesthisAgreementthroughtheInitialT ermandanyRenewalT erm.Afinaltrue-upwillbemadeiftheaccountisterminatedorthisAgreementexpiresbutsuchtrueupwilloccuratleasteverytwelve(12)billingcycles.TheTDUwillnotifyCustomerandCompanyofthefinaldeterminationofwhetherCustomerhasbeen designatedasCriticalCareCustomeroraChronicConditionCustomerandwhetherCustomerwillreceivearenewal noticeofCustomer Pleasebeaware thatifCustomeractsafterthe14dayshasexpiredaterminationpenaltyshallapply . TheprovisionsofthisAgreementconcerningpaymentlimitationofliability andwaiverswillsurvivetheterminationor expirationofthisAgreement. ,,$4.95,10.6¢,1,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,THINK ENERGY,THINK SIMPLE 24 POWER TO CHOOSE ONLINE EXCLUSIVE,13.9 cents,13.0 cents,12.5 cents,Fixed,24 months,$175.00, ,6%,PDFs/THINK ENERGY-8.pdf,Terms of Services/THINK ENERGY-8.pdf,https://www.mythinkenergy.com/?promo=tx2ss4qd,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=AEP_TCC&term=24&ZipCode=77414&promocode=tx2ss4qd,https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10,(888) 531-5047, Taxes  and Non-recurring  Charges are not included in the Price and will be passed  through to you . Think Ene rgy  will invoice you directly for charges due for  each  preceding  billing  cycle including the monthly charges for  electricity consumption and any other charges or fees  described in this Agreement plus any Taxes and TDSP  Delivery and Distribution Charges . The average prices shown reflect all recurring charges excluding state and local  sales taxes.  What other fees may I be charged?,  , If you are  a current customer renewing  with Think Energy  your  new fixed -rate will  take effect  on the  first meter read date  following the date your new  renewal  is processed by  Think Energy  or at the end of your current fixed -rate  term whichever is later . We  will  notify you of your renewal options  at least  30 days  or one (1) billing cycle  and  no longer than  60 days  or two  (2)billing cycles  prior to the end of the  fixed -rate  term. The TDSP will notify you of the  final status of your designation as a Critical Care or  Chronic   Condition Residential Customer and will notify  you when such designation will expire and whether you  will receive a renewal notice. ,,,$0,4,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,V247 POWER CORPORATION,Autumn Savings 18 Online Exclusive,11.9 cents,11.0 cents,10.6 cents,Fixed,18 months,$275.00,Yes. Early termination fee of  $275  will be applied if you cancel prior to the terms expiration date.,16%,PDFs/V247 POWER CORPORATION.pdf,Terms of Services/V247 POWER CORPORATION.pdf,https://v247power.com/products/?zip=78526&pcode=BRKGCNPPTC1,https://v247power.com/EFL/Resi/E/2019-12-02589FLEXAEPC5.64418.pdf,https://v247power.com/Docs/TOS/v247power_TOS.pdf,(855) 888-9888, Taxes and other charges for residential customers may be different than those for small commercial customers. The average prices disclosed on your EFL include recurring charges which are charges that we expect to bill you on a regular basis. Additional fees may apply from the TDU including but not limited to fees transport and distribute electricity to your service location read your meter and terminate or restore service. V247 Power Corporation will also bill you for your base charge (Please refer to your EFL for details) sales taxes Reimbursement for gross receipts taxes Public Utility Commission (PUC) Assessment and any other applicable late fees or non-recurring fees charged by the TDU or V247 Power Corporation. V247 Power Corporation will also bill you for your base charge (Please refer to your EFL for details) sales taxes Reimbursement for gross receipts taxes Public Utility Commission (PUC) Assessment and any other applicable late fees or non-recurring fees charged by the TDU or V247 Power Corporation. What other fees may I be charged?,  ,  If you participate in our automatic payment option and your payment is dishonored for any reason V247 Power Corporation reserves the right to remove you from the automatic payment option if applicable. Customers who receive benefits from the Texas Health and Human Services Commission are automatically enrolled in the discount program; you may also self-enroll if you meet the eligibility requirements. A final true-up will be made if the Customer’s account is terminated or if Customer’s Contract with V247 Power Corporation expires.  Term & Renewal:  This Contract shall commence on the date of the initial meter reading by the applicable TDU and continue for the period indicated in your Contract and For term products (non-month to month) a Contract Expiration & Renewal Notice will be sent at least thirty (30) days prior to the end of the Initial Term. The TDU will notify you of the final status of your designation as a Critical Care or Chronic Condition Customer and will notify you when such designation will expire and whether you will receive a renewal notice. Early termination fee of  $275  will be applied if you cancel prior to the terms expiration date.,,5.644,,5,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,16.7 cents,15.8 cents,15.4 cents,Variable,0 months,$0.00,$0.00 per month Energy Charge: 10.,100%,PDFs/GREEN MOUNTAIN ENERGY COMPANY-3.pdf,Terms of Services/GREEN MOUNTAIN ENERGY COMPANY-3.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM,https://signup.greenmountain.com/files/0901751881e90d5f.pdf,https://signup.greenmountain.com/files/0901751881a3001a.pdf,(844) 854-2260,   We rese rve the right to the extent allowed by PUCT rules to adjust your bill and include any charges or credits necessary to   correct or true up any previous estimated bills meter read errors miscalculations of taxes fees or other charges billing errors and   other errors or omissions.  Itemization of Non Recurring Fees and Charges . Non recurring fees charged by the TDSP may include service connection disconnection or reconnection fees meter test fees   special out of cycle meter read fees and such other fees or charges lawfully imposed by your TDSP.  You are responsible for paying and we may bill yo u for all applicable federal state and local taxes fees governmental   charges assessments and other charges presently or hereafter imposed on you as a purchaser of electricity on Green Mounta in as a   seller of electricity or on electricity sales tra nsactions including but not limited to: reimbursement of miscellaneous gross receipts tax   and PUCT gross receipts assessment; municipal administrative fees; and any other generation utility TDSP regulatory (inclu ding the   PUCT and ERCOT) BTU or electri city taxes fees charges and assessments.   T he applicable per kWh buy back credit amount will be equal to the per kWh  energy  charge payable  by you under your  EFL  for the Renewable Rewards product you are purchasing from Green  Mountain in effect as of the last day of the  applicable billing period  exclusive of any monthly base  applicable taxes and fees or other charges (such as late fees special meter  reading fees and fees related to disconnection or connection of service). Disclosure  Chart What other fees may I be charged?,  , You will receive additional  information about your contract expiration date in a contract   expira tion notice.   If you notify us of your   desire to cancel after the expiration of the three business day period described above we are not   required to cancel your enrollment but you have the right to select another REP and may do so by contacting that REP.     In addition to charges or fees specified elsewhere in this Agreement or otherwise authorized by Law we may assess the   following fees and charges:    ny method of payment including but not limited to bank or   personal check  automatic payment plan account deduction or credit The TDSP will notify you of the final status of  your  designation as a Critical Care or Chronic Condition Residential Customer and will notify you when such designation w ill expire and  whether you will receive a renewal notice.     Contract Expiration Notice   A contract expiration notice will be sent to you at least  30   days (or such other minimum period as may be requ ired   by   applicable Laws) before the end of your initial contract term specified in your EFL. We will  provide participating customers at least 14 day s advance written notice of any material change or discontinuation of the Buy Back  Program; except that (i) any changes to the price you pay for energy delivered by Green Mountain that are made pursuant to th e Terms  of Service for your electricity service  under the Renewable Rewards product will automatically result in a change in the per kWh  value for excess energy to be credited by Green Mountain under the Buy Back Program without advance notice; and (ii) any changes  to the Buy Back Program made by Green  M ountain as a result of a change   in Law or that are beneficial to you may be made without  advance notice. ,$0.00,10.4442¢,$9.00,4,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,12.7 cents,11.5 cents,10.9 cents,Fixed,12 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/SOUTHWEST POWER & LIGHT-12.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-12.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF12PTC&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF12PTC&lang=en,(866) 941-7975,  Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  We intend that all non-recurring fees  will be disclosed prior to submitting  any transactions that would generate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?,  ,    Term & Renewal:  Your service will begin on your next meter read cycle date (your    Please call or contact us via email or online at  the above information to renew your service once or before your te rm approaches expiration. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice  If you authorized the monthly payment of your invoices via automatic  recurring (i) withdrawals from your checking or savings ac counts or (ii) charges to your credit  card you also hereby agree and irrevocably grant your express writt en consent permitting Southwest to transfer or assign such  consent and authorization to any  assignee under any assignment permitted under this paragraph.  Automatic Continuance:  After the expiration of your Agreement   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$3.00,5,
12/14/2019,TX,AEP TEXAS CENTRAL COMPANY,78520,RELIANT,Reliant PowerTracker,14.9 cents,13.5 cents,12.8 cents,Indexed,1 months,$0.00, ,10%,PDFs/RELIANT-3.pdf,Terms of Services/RELIANT-3.pdf,https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&sid=A3P_ERCOT_2010JulPTCOffer,https://www.reliant.com/files/09017518818ab86b.pdf,https://www.reliant.com/files/0901751881a30018.pdf,(855) 350-8650,     You agree to pay non recurring fees charged by the  transmission and distribution service provider (TDSP) that are  necessary to implemen t and  Non recurring fees by the TDSP may include service connection  disconnection or reconnection fees meter test fees or special out of cycle meter read fees.  The price non recurring  fees and Taxes will be reflected on your monthly bill as Current  Charges. ,  ,   We  may also charge    a $10  Disconnect Notice Fee each time we send you a disconnection notice   and   a $ 30   Disconnect Recovery charge if you fail to pay the past due  amount before the expiration date of any disconnection notice issued by  Reliant .  You will not continue to  receive a  bill  if the Third Party Services are scheduled  to cancel   automatically when your electric service contract  with us is cancelled   or  terminated .       Automatic Bank Draft :   You may conveniently pay your bill by  automatic bank draft.  The TDSP will  notify you of the final status of your designation as a Critical Care or  C hronic Condition Residential Customer and will notify you when such  designation will expire and whether you will receive a renewal notice.       Contract Expiration Notice                 A contract expir ation notice will be sent to you at least 30 days  before the end of y our initial contract term specified in your EFL.       Con tract Expiration Notice                 A contract expiration notice will be sent to you at  least 30 days before the end of y our initial contract term  specified in your EFL. ,,,,5,
