
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,SOUTHWEST POWER & LIGHT,Spirit of Texas Fixed Rate AutoPay E-Plan,12.8 cents,10.3 cents,10.0 cents,Fixed,24 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/SOUTHWEST POWER & LIGHT.pdf,Terms of Services/SOUTHWEST POWER & LIGHT.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCNPF24&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCNPF24&lang=en,(866) 941-7975,  Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  We intend that all non-recurring fees  will be disclosed prior to submitting  any transactions that would generate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?, 95 Minimum Usage Fee (Southwest will notcharge the Minimum Usage Fee for each billing cycle in which you use at least 1000kWhs) and Public Utility Commission of Texas (,    Term & Renewal:  Your service will begin on your next meter read cycle date (your    Please call or contact us via email or online at  the above information to renew your service once or before your te rm approaches expiration. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice  If you authorized the monthly payment of your invoices via automatic  recurring (i) withdrawals from your checking or savings ac counts or (ii) charges to your credit  card you also hereby agree and irrevocably grant your express writt en consent permitting Southwest to transfer or assign such  consent and authorization to any  assignee under any assignment permitted under this paragraph.  Automatic Continuance:  After the expiration of your Agreement   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$9.95,5,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,Liberty Power,TX Wind 24,13.4 cents,12.9 cents,12.6 cents,Fixed,24 months,$100 IF <12mos ,$100 ETF  e 12 months or more,100%,PDFs/Liberty Power.pdf,Terms of Services/Liberty Power.pdf,https://www.libertypowercorp.com/?utm_source=powertochoosetx&utm_medium=referral&utm_campaign=ptctx,https://dataservice.libertypowercorp.com/crmdataservice/api/onlineenrollment/v1/document/efl?utilityId=3&productBrandId=101&term=24&accountType=RES&languageId=1&showInline=true,https://www.libertypowercorp.com/wp-content/uploads/2018/07/TCC_TX.pdf,(866) 769-3799,PDF corrupted 470 per month Customer Charge  Utility Delivery Charges are passed-through without mark-up and reflect the recurring fees charged by the TDU.  What other fees may  We may also apply other fees if applicable.,PDF corrupted  ,PDF corrupted  ,S0.00,$0.08210,$0.0404340,1,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,13.2 cents,10.7 cents,10.4 cents,Fixed,12 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/YEP.pdf,Terms of Services/YEP.pdf,https://enroll.yepenergy.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCNPF&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCNPF&lang=en,(866) 937-5937,) Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring  fees as charged by your TDSP as of May 23 2017.  We intend that all  non-recurring fees will be disclosed prior to submitting any transactions that would g enerate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?, 95 Minimum Usage Fee (YEP will not charge the MinimumUsage Fee for each billing cycle in which you use at least 1000 kWhs) and PublicUtility Commission of Texas (,) Term & Renewal:  Your service will begin on your next mete r read cycle date (your   Please call or contac t us via email or online at the above info rmation to renew your service once or befo re your term approaches expiration.  Plea se see the Automatic Continuance  section for provisions governing  your price and serv ice after expiration  of your initial term. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checking or savings accounts or ( ii) charges to your credit card then  YEP may debit your bank account (or charge your credit card) on  or after the third day after the date of the invoice) Automatic Continuance:  After the expiration of your Agreement  YEP will send you an Expira tion Notice at least 14 days prior to the end of your Term.) Consent to Contact Via Text Email Automatic Phone Dialing and the Use of Pre-Recorded Voice Systems:  To further YEP ,,,$9.95,5,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,THINK ENERGY,THINK SIMPLE 12 Power to Choose ONLINE EXCLUSIVE,13.3 cents,12.8 cents,12.5 cents,Fixed,12 months,$110.00, ,6%,PDFs/THINK ENERGY-1.pdf,Terms of Services/THINK ENERGY-1.pdf,https://www.mythinkenergy.com/?promo=tx2ss4qd,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=CPE&term=12&ZipCode=77007&promocode=tx2ss4qd,https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10,(888) 531-5047, Taxes  and Non-recurring  Charges are not included in the Price and will be passed  through to you . Think Ene rgy  will invoice you directly for charges due for  each  preceding  billing  cycle including the monthly charges for  electricity consumption and any other charges or fees  described in this Agreement plus any Taxes and TDSP  Delivery and Distribution Charges . The average prices shown reflect all recurring charges excluding state and local  sales taxes.  What other fees may I be charged?,  , If you are  a current customer renewing  with Think Energy  your  new fixed -rate will  take effect  on the  first meter read date  following the date your new  renewal  is processed by  Think Energy  or at the end of your current fixed -rate  term whichever is later . We  will  notify you of your renewal options  at least  30 days  or one (1) billing cycle  and  no longer than  60 days  or two  (2)billing cycles  prior to the end of the  fixed -rate  term. The TDSP will notify you of the  final status of your designation as a Critical Care or  Chronic   Condition Residential Customer and will notify  you when such designation will expire and whether you  will receive a renewal notice. ,,,$0,4,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,WINDROSE ENERGY,Windrose Saver 36,10.7 cents,10.2 cents,9.9 cents,Fixed,36 months,$200.00,Yes; $200 One time associated with terminating service?,15%,PDFs/WINDROSE ENERGY.pdf,Terms of Services/WINDROSE ENERGY.pdf,https://signup.windroseenergy.com/Home/index?ProductCode=RNR36001228,https://signup.windroseenergy.com/Home/EFl?productId=89645,https://signup.windroseenergy.com/Home/TOS?productId=89636,(800) 483-1836, The price non-recurring fees and Taxes will be reflected on your monthly bill as Current Charges.  Non-Recurring Fees and Charges  You agree to pay non-recurring fees charged by the transmission and distribution utility (TDU) that are necessary to implement and Non-recurring fees by the TDU may include a meter installation fee connection fee disconnection or reconnection fees meter tampering broken meter seal temporary disconnect Non-recurring fees will appear as a separate line item on your bill.com  energy  Additionally WINDROSE may assess the following Non-Recurring fees as listed below. That average monthly usage will then be multiplied by your contracted price for electricity (which includes all monthly recurring charges and excludes taxes reinbursements non-recurring TDU Charges and other nonrecurring charges) plus an additional 15 percent.  See non-recurring fees and charges section in your Terms of Service fora What other fees may ,   Minimum usage charge of SO will be applied if usage is less than 500 kWh per billing cycle.  Other Key Terms  .,  Any Third-Party Services that are included on your bill will automatically terminate when your electric service contract wth us is cancelled. For electronic fund transfers ACH personal check or automatic payment plan account deduction.  Contract Expiration Notice: A contract expiration notice will be sent to you at least 30 days but not more than 60 days before the end of your initial contract term specified in your EFL. If you do not take action to ensure that you continue to receive service upon the expiration of your contract you will continue to be served by us automatically under a default renewal product on a monthly basis after the end of your initial contract term until you switch to another provider select another WINDROSE electric service plan or we terminate or disconnect your electric service.  Default Renewal Product: The Default Renewal Product applies to customers whose contract term has expired and who have not selected a new fixed rate contract term. Your price will vary according to a method determined by WINDROSE as set forth in the EFL provided with your contract expiration notice. Automatic Bank Draft: You may conveniently pay your bill by automatic bank draft (ACH) wth WINDROSE via Auto Pay. The TDU will notify you of the final status of your designation as a Critical Care or Chronic Condition Residential Customer and will notify you wmmnen such designation will expire and whether you will receive a renewal notice. ,SO,5.57¢,$5.47,5,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,CHAMPION ENERGY SERVICES LLC,Champ Saver-6,11.6 cents,11.0 cents,10.7 cents,Fixed,6 months,$150.00,$150.00   If applicable Champion will assess the termination fee for  termination of service prior to the end of the contract term.,16%,PDFs/CHAMPION ENERGY SERVICES LLC.pdf,Terms of Services/CHAMPION ENERGY SERVICES LLC.pdf,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,https://docs.championenergyservices.com/ExternalDocs?planname=PN2390&state=TX&language=EN,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,(877) 653-5090,    What other fees may I be charged?,  ,  ,$0.00,6.4,,5,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,TXU ENERGY,Flex Forward,14.8 cents,13.3 cents,12.5 cents,Variable,0 months,$0.00,$0.00,6%,PDFs/TXU ENERGY.pdf,Terms of Services/TXU ENERGY.pdf,http://www.txu.com/ptc/flexforward,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=CPXFLXFW0000AB&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_CENTERP,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,(855) 847-6135,   Taxes and other charges for residential customers may be  different than those for business customers.   The average prices disclosed on  your EFL include recurring charges which are  charges that we expect to  bill you on a regular basis.           What are  TDU non recurring fees ?     What non recurring fees  other than  TDU   fees  can I be charged?      Other Fees      If additional fees apply to your product they will be  described in your  EFL.        TXU Energy Express Pay      You can choose to pa y your bill by credit  card debit card or electronic check for no additional charge by calling our  automated telephone service or by visiting  our website .Average prices per kWh listed above do not include facility relocation fees or other charges ordered by a municipality.DisclosureChartWhat other fees may I be charged?,  ,   CONTRACT EXPIRATION NOTICE   If you  are on   product that has a contract term of at least three months we  will send you a written notice at least  30  days  or one billing cycle prior to  the date of contract expiration but no more than 60 days or two billing  cycles in advance of contract expira tion .   The  contract expiration  notice will let you kn ow  what you need to do if you want to renew your  service  to another term or  change your service plan.     I am   on a product with a term longer than 31 days  what happens if I  terminate my Contract  before it expires?   However you  can  contact TXU Energy  to terminate your Contract without penalty if: (1)   you  move to another location   and provide us with evidence of your move and a  forwarding ad dress ;   (2)   we notify you of a change to the terms and  conditions of your Contract and you terminate within 14 days from the date  the notice is sent; or (3)   you terminate your Contract within 14 days of its  expiration date. ,$9.95,€7.7000¢,,5,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,Discount Power,Plus 12,11.9 cents,11.4 cents,11.1 cents,Fixed,12 months,$150.00,Yes. $150. This fee does not apply if the customer moves  and provides a forwarding address and other evidence that  may be requested to verify that the customer moved.,10%,PDFs/Discount Power.pdf,Terms of Services/Discount Power.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc,https://www.discountpowertx.com/files/0901751881f46f5c.pdf,https://www.discountpowertx.com/files/09017518809dd16a.pdf,(855) 265-9153,   You agree to pay non-recurring fees charged by the transmission and di stribution service provider (TDSP) that are necessary to  implement  and Non-recurring fees will appear as separat e line items on your bill. The price non-recurring fees  and Taxes will be reflected on your invoice as Current Charges. What other fees may I be charged? Information on other nonrecurring fees is available in the pricing section of your  Terms of Service Is this a pre-pay or pay in advance product?,  , You agree to receive your monthly bills electronically  and you also agree to enroll on an automatic recurring payment  plan. There is also a $30 Disconnect Recovery  Charge if you fail to pay the past due amount before the expira tion date of any disconnection notice issued by Discount Power. You  are required to enroll on our automatic paym ent plan but if your payment is not pro cessed or you do not  pay your bill by the due date we may charge you a Late Payment  Penalty of 5% on the amount for the previous month     Your plan requires enrollment on one of the following Automatic Payment plan options  Automatic Bank Draft : You may select the convenience of paying your bill by automatic bank draft.   Automatic Debit Card Pay : You may select the automatic payment plan using your Visa or MasterCard debit card. The TDSP will notify  you of the final  status of your designation as a Critical Care or Chronic  Condition Residential Customer and will notify you when such designat ion will expire and  whether you will receive a renewal notice.      Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL.     Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL. ,,O,6.8¢,3,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,SOUTHWEST POWER & LIGHT,Renewable Healthy Heart of Texas Month to Month AutoPay E-Plan,15.9 cents,13.4 cents,13.1 cents,Variable,1 months,$0.00, ,100%,PDFs/SOUTHWEST POWER & LIGHT-1.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-1.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCNPPROMOGREEN&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCNPPROMOGREEN&lang=en,(866) 941-7975,  5 Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  All non-recu rring fees are disclosed prior to submitting any transactions  that would generate such non-recurring  fees.What other fees may I becharged?, The price you will  be charged the first month of your electric service (or during  your first billing period if you elect a self-selected switch)  will be equal to the base energy price set forth in  your EFL plus depending on your plan a Minimum Usage Fee or Base  Charge which if applicable will be in addition to your b ase commodity rate per kWh and which if  applicable will be set forth in your EFL (Electricity Facts Labe l) for your applicable plan and produc t plus charges from the  Electric Reliability Council of Texas (95 MinimumUsage Fee (Southwest will not charge the Minimum Usage Fee for each billing cyclein which you use at least 1000 kWhs)and Public Utility Commission of Texas(,    Term & Renewal:  Your service will begin on your next meter read cycle date (your   If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$9.95,5,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77449,AMIGO ENERGY,PTC Plan - 12,11.5 cents,11.5 cents,11.5 cents,Fixed,12 months,$175.00 per ESIID,Otherwise $175).,10%,PDFs/AMIGO ENERGY-1.pdf,Terms of Services/AMIGO ENERGY-1.pdf,https://www.amigoenergy.com/energy-rates-and-plans?pc=PTC,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=75E4y+BjpTs=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=75E4y+BjpTs=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,(888) 995-9299, Additional Charges & Fees  the bill due date. You will be  responsible for any non-recurring fees assessed by the TDSP and Additionally  you remain responsible for any non-recurring charges from your TDSP.00  and (iv) all recurring charges. The average price does not include state and local sales taxes reimbursement for the state miscellaneous gross  receipts tax or non-recurring charges such as (for illustration purposes only) special meter read What other fees may I be charged? Late Fee:  5% of your late bill  s past due amount See the   Additional  Charges and Fees  and "JustGreen Product" section of Terms of  Service for more details.,  , Your electricity requirements at the service location or  ESI ID designated by you on your Enrollment or Renewal Form will be served under this Agreement. Your initial length of service  is indicated on your Enrollment or Renewal Form. If you fail to renew  your contract with Amigo Energy or switch to another REP your service will automatically continue on a month-to-month basis after  the expiration of your initial contract on the Default Renewal Product which is a variable price product whose price will be determined  by current market conditions until cancelled by either you or Amigo Energy. If the commodity plan automatically includes JustGreen then JustGreen cannot be discontinued without  switching plans.99 per month to  offset 100% of your energy usage with renewable energy if JustGreen is not automatically included in your plan. ,$0.00,$0.00,,2,
