
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,MIDAMERICAN ENERGY SERVICES LLC,Fixed Generation Supply,12.7 cents,12.2 cents,11.9 cents,Fixed,12 months,$20.00 per month left in term,Yes an early termination fee of $20 per account per month  remaining in the original contract term will apply.,10%,PDFs/MIDAMERICAN ENERGY SERVICES LLC.pdf,Terms of Services/MIDAMERICAN ENERGY SERVICES LLC.pdf,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/Offers?ProgramId=2809,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2809&planId=5616&typeId=1,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2809&planId=5616&typeId=3,(800) 342-3346,   What other fees may I be charged? MidAmerican  will also  pass through any non -recurring charges directly from  the TDSP.,  ,  ,,,,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,CHAMPION ENERGY SERVICES LLC,Champ Saver-6,11.6 cents,11.0 cents,10.7 cents,Fixed,6 months,$150.00,$150.00   If applicable Champion will assess the termination fee for  termination of service prior to the end of the contract term.,16%,PDFs/CHAMPION ENERGY SERVICES LLC-5.pdf,Terms of Services/CHAMPION ENERGY SERVICES LLC-5.pdf,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,https://docs.championenergyservices.com/ExternalDocs?planname=PN2390&state=TX&language=EN,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,(877) 653-5090,    What other fees may I be charged?,  ,  ,$0.00,6.4,,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,INFUSE ENERGY LLC,PTC Infusion Flex,11.2 cents,10.7 cents,10.4 cents,Variable,1 months,$0.00,$0.00 Per billing cycle      Minimum Usage Fee (if usage is less than 500 kWh): $4.,16%,PDFs/INFUSE ENERGY LLC-3.pdf,Terms of Services/INFUSE ENERGY LLC-3.pdf,https://www.infuseenergy.com/signup/signup-step1/?id=860695&promotion=NONE&valid=N&referral=&landingpage=ptc,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201910/EFL-20191018-110341-CENTERPT-PTC Infusion Flex (English).pdf,http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,(844) 463-8732,   Also please note that the prices shown on the  E FL  do not include any taxes  non recurring fees charged by the TDU serving the ESI ID(s) covered by this  Agreement or other Infuse non recurring service fees identified in this  Agreement.  In addition  Infuse will charge a fee for each payment transaction that is not processed   Lastly Infuse also has the right to charge  disconnection and reconnection   Possible Nonrecurring Fees      Possible Nonrecurring Fees:   Below are fees you may be charged by  Infuse. Your bill will also include all applicable  Taxes and other charges allowed pursuant to this Agreement. What other fees may I be charged?  Information on other charges and non-recurring fees is  available in the Pricing and Possible Nonrecurring Fees sections of the  Terms of Service document. No Electricity Price Average Monthly Use Average Price per kWh The price you pay  per billing cycle  will include: The energy charge(s) below Applicable  non-recurring  fees from the TDU (passed through at cost) and, 00 Per billing cycle      Minimum Usage Fee (if usage is less than 500 kWh): $4.95 Per billing cycle CenterPoint Energy 4.,00 for any declined or returned  payment for any reason including but not limited to insufficient funds  by any method of payment including but not limit ed to bank or personal  check automatic payment plan account deduction or credit   Expiration :   For Plans that have a Term which is greater than 1 month a   contract expiration notice will be sent at least 14 days prior to the end of the  initial contract term and  no Early Termination Fee shall apply 14 or fewer  days prior to the date stated as the expiration date in the notice.  Residential customers on the  Keep It Simple Savings  Weekend Free For All CareFree Nights and Essential Infusion plans  will  automatically renew for successive monthly t  prevailing Practical  Simple  Monthly Plan or Sensible   Simple  Green Monthly  Plan (if the originally selected Plan is effectively composed of at least 50%  renewable energy)  rate s  as  disclosed in the applicable Electricity Facts Label  then in effect . Upon receiving any such  notice you will have the right to  terminate this Agreement by choosing  anothe r REP and no termination penalty shall apply for 14 days from the date  that the notice is sent to you but may apply if action is taken after the 14 days  have expired.   However if you terminate this Agreement with Infuse for any covered ESI  ID(s) prior to the end of the Term or any renewal Term of any Plan by  switching to another REP Plan or otherwise for any reason other than those  listed in the immediately pre ceding paragraph or if Infuse terminates this  Agreement because your electric service has been disconnected for failure    lan as set  forth in the applicable EFL.   Termination :   After the T erm of your Plan  has expired we will  continue to  supply you with electricity  on a monthly basis until you cancel by switching  to another  REP  select another  Infuse  Plan or we terminate or disconnect  your electric service . You are required to notify and provide Infuse with new bank  account or credit card information should your designated method of  payment expire or otherwise become o bsolete or unusable. Th is provision survives any  termination or expiration of this Agreement. ,$0.00,6.072 cents,,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,Express Energy,⚡ Speedy 24 ⚡,11.0 cents,10.4 cents,10.2 cents,Fixed,24 months,$20 per month remaining,Yes. A termination fee of $20 multiplied by the number of months  remaining on the term of your contract will apply.,6%,PDFs/Express Energy-1.pdf,Terms of Services/Express Energy-1.pdf,https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=CENTERP_24&utm_campaign=affiliate&promocode=ee_ptc&utm_content=spdyvb,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_spdyvb24gal_c.pdf,https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf,(844) 361-2075, Your bill will include non recurring  fees charged by the TDU that are necessary to implement and     Non recurring fees will appear as  line items on your bill.    The price  non recurring fees and Taxes will be reflected on your monthly  bill as Current Charges.     In addition to other charges we incur  in the collections process we may charge up to $24. What other fees may I be charged? Fixed Rate 24 months Electricity Facts Label (EFL) EXPRESS ENERGY Speedy 24 CenterPoint Service Area Electricity Price 500 kWh This price disclosure is based on the following components: Issue Date: September 06 2019 The average prices listed above do not include facility relocation fees or other charges ordered by a municipality.,  ,               CONTRACT EXPIRATION NOTICE   If you are on a product that has a contract term of at least three  months a contract expiration notice will be sent to you at least  30 days before the end of your initial contract term.95 if you fail to pay the past due  amount before the expiration date of any  Express   Energy issued  disconnection notice.   With our recurring payment program  Auto Pay   you  get the convenience of  easy automatic payments each month for  what you owe. The TDU will  notify you of the final status of your designation as a Critical Care  or Chronic Condition Residential Custo mer and will notify you  when such designation will expire and whether you will receive  a renewal notice. ,$0.00,5.850¢,,2,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,Discount Power,Select 6,8.6 cents,8.1 cents,7.8 cents,Fixed,6 months,$75.00,Yes. $75. This fee does not apply if the customer moves  and provides a forwarding address and other evidence that  may be requested to verify that the customer moved.,10%,PDFs/Discount Power-3.pdf,Terms of Services/Discount Power-3.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc,https://www.discountpowertx.com/files/0901751882133917.pdf,https://www.discountpowertx.com/files/09017518809dd16a.pdf,(855) 265-9153,   You agree to pay non-recurring fees charged by the transmission and di stribution service provider (TDSP) that are necessary to  implement  and Non-recurring fees will appear as separat e line items on your bill. The price non-recurring fees  and Taxes will be reflected on your invoice as Current Charges. What other fees may I be charged? Information on other nonrecurring fees is available in the pricing section of your  Terms of Service Is this a pre-pay or pay in advance product?,  , You agree to receive your monthly bills electronically  and you also agree to enroll on an automatic recurring payment  plan. There is also a $30 Disconnect Recovery  Charge if you fail to pay the past due amount before the expira tion date of any disconnection notice issued by Discount Power. You  are required to enroll on our automatic paym ent plan but if your payment is not pro cessed or you do not  pay your bill by the due date we may charge you a Late Payment  Penalty of 5% on the amount for the previous month     Your plan requires enrollment on one of the following Automatic Payment plan options  Automatic Bank Draft : You may select the convenience of paying your bill by automatic bank draft.   Automatic Debit Card Pay : You may select the automatic payment plan using your Visa or MasterCard debit card. The TDSP will notify  you of the final  status of your designation as a Critical Care or Chronic  Condition Residential Customer and will notify you when such designat ion will expire and  whether you will receive a renewal notice.      Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL.     Contract Expiration Notice              A contract expiration notice will be sent to y ou at least 30 days before the end of your initial contract term spec ified in your EFL. ,,O,3.5¢,3,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,INFUSE ENERGY LLC,Keep It Simple Savings Green Flex,11.5 cents,10.6 cents,10.1 cents,Variable,1 months,$0.00, ,100%,PDFs/INFUSE ENERGY LLC-4.pdf,Terms of Services/INFUSE ENERGY LLC-4.pdf,https://www.infuseenergy.com/signup/signup-step1/?id=860680&promotion=NONE&valid=N&referral=&landingpage=ptc,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201910/EFL-20191018-110341-CENTERPT-Keep It Simple Savings Green Flex (English).pdf,http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,(844) 463-8732,   Also please note that the prices shown on the  E FL  do not include any taxes  non recurring fees charged by the TDU serving the ESI ID(s) covered by this  Agreement or other Infuse non recurring service fees identified in this  Agreement.  In addition  Infuse will charge a fee for each payment transaction that is not processed   Lastly Infuse also has the right to charge  disconnection and reconnection   Possible Nonrecurring Fees      Possible Nonrecurring Fees:   Below are fees you may be charged by  Infuse. Your bill will also include all applicable  Taxes and other charges allowed pursuant to this Agreement. What other fees may I be charged?  Information on other charges and non-recurring fees is  available in the Pricing and Possible Nonrecurring Fees sections of the  Terms of Service document. No Electricity Price Average Monthly Use Average Price per kWh The price you pay  per billing cycle  will include: The energy charge(s) below Applicable  non-recurring  fees from the TDU (passed through at cost) and,  ,00 for any declined or returned  payment for any reason including but not limited to insufficient funds  by any method of payment including but not limit ed to bank or personal  check automatic payment plan account deduction or credit   Expiration :   For Plans that have a Term which is greater than 1 month a   contract expiration notice will be sent at least 14 days prior to the end of the  initial contract term and  no Early Termination Fee shall apply 14 or fewer  days prior to the date stated as the expiration date in the notice.  Residential customers on the  Keep It Simple Savings  Weekend Free For All CareFree Nights and Essential Infusion plans  will  automatically renew for successive monthly t  prevailing Practical  Simple  Monthly Plan or Sensible   Simple  Green Monthly  Plan (if the originally selected Plan is effectively composed of at least 50%  renewable energy)  rate s  as  disclosed in the applicable Electricity Facts Label  then in effect . Upon receiving any such  notice you will have the right to  terminate this Agreement by choosing  anothe r REP and no termination penalty shall apply for 14 days from the date  that the notice is sent to you but may apply if action is taken after the 14 days  have expired.   However if you terminate this Agreement with Infuse for any covered ESI  ID(s) prior to the end of the Term or any renewal Term of any Plan by  switching to another REP Plan or otherwise for any reason other than those  listed in the immediately pre ceding paragraph or if Infuse terminates this  Agreement because your electric service has been disconnected for failure    lan as set  forth in the applicable EFL.   Termination :   After the T erm of your Plan  has expired we will  continue to  supply you with electricity  on a monthly basis until you cancel by switching  to another  REP  select another  Infuse  Plan or we terminate or disconnect  your electric service . You are required to notify and provide Infuse with new bank  account or credit card information should your designated method of  payment expire or otherwise become o bsolete or unusable. Th is provision survives any  termination or expiration of this Agreement. ,$3.95,5.563 cents,,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 24 Choice,12.2 cents,11.6 cents,11.3 cents,Fixed,24 months,$200.00,Yes. $200. Applies through the end of the contract term.,100%,PDFs/GREEN MOUNTAIN ENERGY COMPANY-2.pdf,Terms of Services/GREEN MOUNTAIN ENERGY COMPANY-2.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,https://signup.greenmountain.com/files/0901751881e90d49.pdf,https://signup.greenmountain.com/files/0901751881a3001a.pdf,(844) 854-2260,   We rese rve the right to the extent allowed by PUCT rules to adjust your bill and include any charges or credits necessary to   correct or true up any previous estimated bills meter read errors miscalculations of taxes fees or other charges billing errors and   other errors or omissions.  Itemization of Non Recurring Fees and Charges . Non recurring fees charged by the TDSP may include service connection disconnection or reconnection fees meter test fees   special out of cycle meter read fees and such other fees or charges lawfully imposed by your TDSP.  You are responsible for paying and we may bill yo u for all applicable federal state and local taxes fees governmental   charges assessments and other charges presently or hereafter imposed on you as a purchaser of electricity on Green Mounta in as a   seller of electricity or on electricity sales tra nsactions including but not limited to: reimbursement of miscellaneous gross receipts tax   and PUCT gross receipts assessment; municipal administrative fees; and any other generation utility TDSP regulatory (inclu ding the   PUCT and ERCOT) BTU or electri city taxes fees charges and assessments.   T he applicable per kWh buy back credit amount will be equal to the per kWh  energy  charge payable  by you under your  EFL  for the Renewable Rewards product you are purchasing from Green  Mountain in effect as of the last day of the  applicable billing period  exclusive of any monthly base  applicable taxes and fees or other charges (such as late fees special meter  reading fees and fees related to disconnection or connection of service). What other fees may I be charged?,  , You will receive additional  information about your contract expiration date in a contract   expira tion notice.   If you notify us of your   desire to cancel after the expiration of the three business day period described above we are not   required to cancel your enrollment but you have the right to select another REP and may do so by contacting that REP.     In addition to charges or fees specified elsewhere in this Agreement or otherwise authorized by Law we may assess the   following fees and charges:    ny method of payment including but not limited to bank or   personal check  automatic payment plan account deduction or credit The TDSP will notify you of the final status of  your  designation as a Critical Care or Chronic Condition Residential Customer and will notify you when such designation w ill expire and  whether you will receive a renewal notice.     Contract Expiration Notice   A contract expiration notice will be sent to you at least  30   days (or such other minimum period as may be requ ired   by   applicable Laws) before the end of your initial contract term specified in your EFL. We will  provide participating customers at least 14 day s advance written notice of any material change or discontinuation of the Buy Back  Program; except that (i) any changes to the price you pay for energy delivered by Green Mountain that are made pursuant to th e Terms  of Service for your electricity service  under the Renewable Rewards product will automatically result in a change in the per kWh  value for excess energy to be credited by Green Mountain under the Buy Back Program without advance notice; and (ii) any changes  to the Buy Back Program made by Green  M ountain as a result of a change   in Law or that are beneficial to you may be made without  advance notice. ,$0.00,7.0252¢,$5.47,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,SUMMER ENERGY LLC,8 Months Texas Summer Savings Product,13.5 cents,11.0 cents,10.8 cents,Fixed,8 months,$100.00,The amount of the Early Termination Fee will be $100 PO Box 460485 Contact hours: 8 AM to 7 PM CST (M-F) Company  Info Is this pre-pay or pay in advance product?,11%,PDFs/SUMMER ENERGY LLC-3.pdf,Terms of Services/SUMMER ENERGY LLC-3.pdf,https://www.summerenergy.com/Signup?promocode=PTCCNP2019,https://www.summerenergy.com/PDF/EFL8MPTCSUMRES4M9ALLCPT121319.pdf,https://www.summerenergy.com/PDF/TOS.pdf,(888) 594-9299, Customer is responsible for all regulatory charges taxes duties fees levies premiums or any other charges of any kind whether direct or indirect relating to the sale purchase or delivery of electricity together with all interest penalties or other additional amounts imposed including but not limited to gross receipts tax PUCT Assessment sales tax consumption tax use tax value added tax kWh commercial activity or other privilege tax and any other tax (whether in effect as of the effective date of this Agreement or thereafter) imposed by any governmental entity. Additional Charges & Fees: SUMMER will charge a one-time late payment penalty of 5% for each delinquent month's charges that remain unpaid after the close of business on the bill due date. What other fees may I be charged? Prices exclude TDU non-recurring charges and other non-recurring charges such as state and local  taxes PUC assessment and gross receipts reimbursements if applicable.,  , Term & Renewal: This Agreement shall commence on the date of the initial meter reading by the applicable TDU and continue for the period indicated in your Authorization and For term products (non-month to month products) a contract expiration notice will be sent at least thirty (30) days prior to the end of the Initial Term. Si usted no renueva su acuerdo con SUMMER el servicio continuara automaticamente en una modalidad mensual una vez alcanzado el vencimiento del plazo inicial si se trata de un producto renovable por defecto y de precio variable. 4) pagos recibidos via pagos de giros automaticos NO SERAN aplicados un cargo de procesamiento de pagos; pagos recibidos por correo regular NO TENDRAN aplicado un cargo de procesamiento de pagos; pagos recibidos por nuestra pagina de internet seran cobrados un cargo de procesamiento de pago de $3. ,500,,,5,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,INFUSE ENERGY LLC,PTC Lean Green Infusion 6,10.8 cents,5.7 cents,8.9 cents,Fixed,6 months,$150.00,Yes; you will incur a $150 fee if you terminate your service prior to the  end of the contract term.,100%,PDFs/INFUSE ENERGY LLC-5.pdf,Terms of Services/INFUSE ENERGY LLC-5.pdf,https://www.infuseenergy.com/signup/signup-step1/?id=884779&promotion=NONE&valid=N&referral=&landingpage=ptc,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201912/EFL-20191203-112356-CENTERPT-PTC Lean Green Infusion 6 (English).pdf,http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,(844) 463-8732,   Also please note that the prices shown on the  E FL  do not include any taxes  non recurring fees charged by the TDU serving the ESI ID(s) covered by this  Agreement or other Infuse non recurring service fees identified in this  Agreement.  In addition  Infuse will charge a fee for each payment transaction that is not processed   Lastly Infuse also has the right to charge  disconnection and reconnection   Possible Nonrecurring Fees      Possible Nonrecurring Fees:   Below are fees you may be charged by  Infuse. Your bill will also include all applicable  Taxes and other charges allowed pursuant to this Agreement.com PUCT Certificate Number: 10223 Customer Care (toll-free): 844-463-8732 2020 SW Freeway STE 325 Houston TX 77098 8:30am to 5:30pm CPT Monday-Friday Electricity Price Average Monthly Use Average Price per kWh The price you pay  per billing cycle  will include: The energy charge(s) below Applicable  non-recurring  fees from the TDU (passed through at cost) and What other fees may I be charged?  Information on other charges and non-recurring fees is  available in the Pricing and Possible Nonrecurring Fees sections of the  Terms of Service document., 00 Per billing cycle      Minimum Usage Fee (if usage is less than 500 kWh): $4.95 Per billing cycle      Bill Credits:           If usage is greater than 999 and less than 1501 kWh $45 Per billing cycle           If usage is greater than 1500 and less than 2001 kWh $20 Per billing cycle CenterPoint Energy 4.,00 for any declined or returned  payment for any reason including but not limited to insufficient funds  by any method of payment including but not limit ed to bank or personal  check automatic payment plan account deduction or credit   Expiration :   For Plans that have a Term which is greater than 1 month a   contract expiration notice will be sent at least 14 days prior to the end of the  initial contract term and  no Early Termination Fee shall apply 14 or fewer  days prior to the date stated as the expiration date in the notice.  Residential customers on the  Keep It Simple Savings  Weekend Free For All CareFree Nights and Essential Infusion plans  will  automatically renew for successive monthly t  prevailing Practical  Simple  Monthly Plan or Sensible   Simple  Green Monthly  Plan (if the originally selected Plan is effectively composed of at least 50%  renewable energy)  rate s  as  disclosed in the applicable Electricity Facts Label  then in effect . Upon receiving any such  notice you will have the right to  terminate this Agreement by choosing  anothe r REP and no termination penalty shall apply for 14 days from the date  that the notice is sent to you but may apply if action is taken after the 14 days  have expired.   However if you terminate this Agreement with Infuse for any covered ESI  ID(s) prior to the end of the Term or any renewal Term of any Plan by  switching to another REP Plan or otherwise for any reason other than those  listed in the immediately pre ceding paragraph or if Infuse terminates this  Agreement because your electric service has been disconnected for failure    lan as set  forth in the applicable EFL.   Termination :   After the T erm of your Plan  has expired we will  continue to  supply you with electricity  on a monthly basis until you cancel by switching  to another  REP  select another  Infuse  Plan or we terminate or disconnect  your electric service . You are required to notify and provide Infuse with new bank  account or credit card information should your designated method of  payment expire or otherwise become o bsolete or unusable. Th is provision survives any  termination or expiration of this Agreement. ,$0.00,5.609 cents,,4,
12/14/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77036,INFUSE ENERGY LLC,Essential Infusion 3,7.8 cents,7.1 cents,6.7 cents,Fixed,3 months,$100.00,Yes; you will incur a $100 fee if you terminate your service prior to the  end of the contract term.,16%,PDFs/INFUSE ENERGY LLC-6.pdf,Terms of Services/INFUSE ENERGY LLC-6.pdf,https://www.infuseenergy.com/signup/signup-step1/?id=884349&promotion=NONE&valid=N&referral=&landingpage=ptc,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201912/EFL-20191203-112356-CENTERPT-Essential Infusion 3 (English).pdf,http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,(844) 463-8732,   Also please note that the prices shown on the  E FL  do not include any taxes  non recurring fees charged by the TDU serving the ESI ID(s) covered by this  Agreement or other Infuse non recurring service fees identified in this  Agreement.  In addition  Infuse will charge a fee for each payment transaction that is not processed   Lastly Infuse also has the right to charge  disconnection and reconnection   Possible Nonrecurring Fees      Possible Nonrecurring Fees:   Below are fees you may be charged by  Infuse. Your bill will also include all applicable  Taxes and other charges allowed pursuant to this Agreement.com PUCT Certificate Number: 10223 Customer Care (toll-free): 844-463-8732 2020 SW Freeway STE 325 Houston TX 77098 8:30am to 5:30pm CPT Monday-Friday Electricity Price Average Monthly Use Average Price per kWh The price you pay  per billing cycle  will include: The energy charge(s) below Applicable  non-recurring  fees from the TDU (passed through at cost) and What other fees may I be charged?  Information on other charges and non-recurring fees is  available in the Pricing and Possible Nonrecurring Fees sections of the  Terms of Service document.,  ,00 for any declined or returned  payment for any reason including but not limited to insufficient funds  by any method of payment including but not limit ed to bank or personal  check automatic payment plan account deduction or credit   Expiration :   For Plans that have a Term which is greater than 1 month a   contract expiration notice will be sent at least 14 days prior to the end of the  initial contract term and  no Early Termination Fee shall apply 14 or fewer  days prior to the date stated as the expiration date in the notice.  Residential customers on the  Keep It Simple Savings  Weekend Free For All CareFree Nights and Essential Infusion plans  will  automatically renew for successive monthly t  prevailing Practical  Simple  Monthly Plan or Sensible   Simple  Green Monthly  Plan (if the originally selected Plan is effectively composed of at least 50%  renewable energy)  rate s  as  disclosed in the applicable Electricity Facts Label  then in effect . Upon receiving any such  notice you will have the right to  terminate this Agreement by choosing  anothe r REP and no termination penalty shall apply for 14 days from the date  that the notice is sent to you but may apply if action is taken after the 14 days  have expired.   However if you terminate this Agreement with Infuse for any covered ESI  ID(s) prior to the end of the Term or any renewal Term of any Plan by  switching to another REP Plan or otherwise for any reason other than those  listed in the immediately pre ceding paragraph or if Infuse terminates this  Agreement because your electric service has been disconnected for failure    lan as set  forth in the applicable EFL.   Termination :   After the T erm of your Plan  has expired we will  continue to  supply you with electricity  on a monthly basis until you cancel by switching  to another  REP  select another  Infuse  Plan or we terminate or disconnect  your electric service . You are required to notify and provide Infuse with new bank  account or credit card information should your designated method of  payment expire or otherwise become o bsolete or unusable. Th is provision survives any  termination or expiration of this Agreement. ,$2.00,2.284 cents,,4,
