
Date Downloaded,State,TDU Service Territory,Zip,Supplier Name,Plan Name,Variable Rate 500kWh,Variable Rate 1000kWh,Variable Rate 2000kWh,Rate Type,Contract Term,Cancellation Fee,Termination Fee Details,Percent Renewable,Fact Sheet Name,Terms of Services Name,URL,Fact Sheet,Terms of Service,Enroll Phone,Additional Fees,Minimum Usage Fee,Renewal Details,Base Charge,Energy Charge,Delivery Charge, Company Rating
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77456,AMBIT ENERGY,Lone Star Plus 12,16.2 cents,13.2 cents,13.7 cents,Fixed,12 months,$199.00,An early termination fee of $199.00 only applies if you cancel prior to your term expiration date.,15%,PDFs/AMBIT ENERGY-1.pdf,Terms of Services/AMBIT ENERGY-1.pdf,http://www.ambitenergy.com,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLEDT_12ENR1672_284_1,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,(877) 282-6248, The price on the EFL does not include non-recurring  fees charged by the TDU Ambit Energy non-recurring fees noted in this  Agreement ERCOT charges fees imposed by any government entity and taxes  all of which will appear as separate line items on your bill and which you agree  to pay as they occur. You may be charged non-recurring fees that  originate from the TDU.    You may be charged non-recurring fees for services Ambit  Energy provides which will apply in cases as described below. The Non-Recurring Ambit Energy Fees  listed below do not include TDU non-recurring fees which will also appear as  separate line items on your bill.  What other fees may ,  , If you fail to renew your electric service contract before it expires  you will automatically continue to be served by Ambit Energy pursuant to a  default variable-price product on a month-to-month basis unless you select  another product or REP.00 only applies if you cancel prior to your term expiration date.,,,$0.040312,2,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77456,Liberty Power,TX Wind 18,13.4 cents,12.9 cents,12.6 cents,Fixed,18 months,$100.00,$100 ETF  e 12 months or more,100%,PDFs/Liberty Power-1.pdf,Terms of Services/Liberty Power-1.pdf,https://www.libertypowercorp.com/?utm_source=powertochoosetx&utm_medium=referral&utm_campaign=ptctx,https://dataservice.libertypowercorp.com/crmdataservice/api/onlineenrollment/v1/document/efl?utilityId=3&productBrandId=101&term=18&accountType=RES&languageId=1&showInline=true,https://www.libertypowercorp.com/wp-content/uploads/2018/07/TCC_TX.pdf,(866) 769-3799,PDF corrupted 470 per month Customer Charge  Utility Delivery Charges are passed-through without mark-up and reflect the recurring fees charged by the TDU.  What other fees may  We may also apply other fees if applicable.,PDF corrupted  ,PDF corrupted  ,S0.00,$0.08210,$0.0404340,1,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77456,THINK ENERGY,THINK SIMPLE 12 Power to Choose ONLINE EXCLUSIVE,13.3 cents,12.8 cents,12.5 cents,Fixed,12 months,$110.00, ,6%,PDFs/THINK ENERGY-2.pdf,Terms of Services/THINK ENERGY-2.pdf,https://www.mythinkenergy.com/?promo=tx2ss4qd,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=CPE&term=12&ZipCode=77007&promocode=tx2ss4qd,https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10,(888) 531-5047, Taxes  and Non-recurring  Charges are not included in the Price and will be passed  through to you . Think Ene rgy  will invoice you directly for charges due for  each  preceding  billing  cycle including the monthly charges for  electricity consumption and any other charges or fees  described in this Agreement plus any Taxes and TDSP  Delivery and Distribution Charges . The average prices shown reflect all recurring charges excluding state and local  sales taxes.  What other fees may I be charged?,  , If you are  a current customer renewing  with Think Energy  your  new fixed -rate will  take effect  on the  first meter read date  following the date your new  renewal  is processed by  Think Energy  or at the end of your current fixed -rate  term whichever is later . We  will  notify you of your renewal options  at least  30 days  or one (1) billing cycle  and  no longer than  60 days  or two  (2)billing cycles  prior to the end of the  fixed -rate  term. The TDSP will notify you of the  final status of your designation as a Critical Care or  Chronic   Condition Residential Customer and will notify  you when such designation will expire and whether you  will receive a renewal notice. ,,,$0,4,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77456,THINK ENERGY,THINK SIMPLE 8 POWER TO CHOOSE ONLINE EXCLUSIVE,13.3 cents,12.8 cents,12.5 cents,Fixed,8 months,$100.00, ,6%,PDFs/THINK ENERGY-3.pdf,Terms of Services/THINK ENERGY-3.pdf,https://www.mythinkenergy.com/?promo=tx2ss4qd,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=CPE&term=8&ZipCode=77025&promocode=tx2ss4qd,https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10,(888) 531-5047, Taxes  and Non-recurring  Charges are not included in the Price and will be passed  through to you . Think Ene rgy  will invoice you directly for charges due for  each  preceding  billing  cycle including the monthly charges for  electricity consumption and any other charges or fees  described in this Agreement plus any Taxes and TDSP  Delivery and Distribution Charges . The average prices shown reflect all recurring charges excluding state and local  sales taxes.  What other fees may I be charged?,  , If you are  a current customer renewing  with Think Energy  your  new fixed -rate will  take effect  on the  first meter read date  following the date your new  renewal  is processed by  Think Energy  or at the end of your current fixed -rate  term whichever is later . We  will  notify you of your renewal options  at least  30 days  or one (1) billing cycle  and  no longer than  60 days  or two  (2)billing cycles  prior to the end of the  fixed -rate  term. The TDSP will notify you of the  final status of your designation as a Critical Care or  Chronic   Condition Residential Customer and will notify  you when such designation will expire and whether you  will receive a renewal notice. ,,,$0,4,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77456,New Power Texas,Power of One 12 ,32.4 cents,16.2 cents,8.1 cents,Fixed,12 months,$20/month remaining ,Yes New Power Texas will assess a termination fee of $20.00,15%,PDFs/New Power Texas.pdf,Terms of Services/New Power Texas.pdf,https://www.newpowertx.com/enrollment?promocode=PTC2,https://newpowertx.com/EmailHTML/efl.aspx?RateID=676&BrandID=5&PromoCodeID=447,https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,(888) 853-5747,CustomerunderstandsthattheTDUmaychargeanadditionalfeepertheterms ofitsT ariffforaself-selectedswitchandthatCompanywillpass-throughandCustomerwillpayanysuchcostswhich will be passed through without mark-up.Customeris alsoresponsibleforpayinganynonrecurringfeesandchargesfromtheTDUincludingbutnotlimitedtofeesand chargesrelatedtoestablishingdisconnectingreconnectingormaintainingelectricserviceorequipment.00in additiontoanycostschargedtoCompanybytheTDUforsuchservice((a)-(d)collectivelydefinedasFees)taxesor other charges that are assessed to the Customer and excluded from the Price as listed on the Agreement Summary . The above averages exclude non-recurring charges from the TDU Electricity other fees as stated in the Terms of Service state and local sales tax the PUC Assessment and gross receipts reimbursements. These fees are not What other fees may ,  ,UnlessspecificallystatedotherwiseCompanymaydelivercopiesof thisAgreementandotheraccountinformationincludingenrollmentconfirmationandAgreementexpirationnotices viaemail.IntheRenewalNoticeCompanywillexplaintherenewaloptions.Thisauthorizationwillremaininef fectfromthe dateCustomerexecutesthisAgreementthroughtheInitialT ermandanyRenewalT erm.Afinaltrue-upwillbemadeiftheaccountisterminatedorthisAgreementexpiresbutsuchtrueupwilloccuratleasteverytwelve(12)billingcycles.TheTDUwillnotifyCustomerandCompanyofthefinaldeterminationofwhetherCustomerhasbeen designatedasCriticalCareCustomeroraChronicConditionCustomerandwhetherCustomerwillreceivearenewal noticeofCustomer Pleasebeaware thatifCustomeractsafterthe14dayshasexpiredaterminationpenaltyshallapply . TheprovisionsofthisAgreementconcerningpaymentlimitationofliability andwaiverswillsurvivetheterminationor expirationofthisAgreement. ,$162.00,0,,1,
12/13/2019,TX,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,77456,PAYLESS POWER,SmarTricity Transparent 12 - Prepaid Plan,17.1 cents,13.3 cents,11.3 cents,Fixed,12 months,$40.00, ,0%,PDFs/PAYLESS POWER-1.pdf,Terms of Services/PAYLESS POWER-1.pdf,https://paylesspower.com/?affiliate=487447,https://paylesspower.com/files/31_2_eng.pdf,https://paylesspower.com/files/TOS_2_Prepaid_English.pdf,(855) 781-6967,  Nonrecurring TDU charges - We will charge  your account for any nonrecurring fees and  charges passed through from the TDU for se rvices they  provide at your service location.  Any non-recurring fees will be itemized separat ely on the Summary of Usage and Payment.  During such times we will continue to provide el ectricity to you but your account will accumulate additional charges and accrue a  negative current balance. The average price for electric service reflec ts the Energy Charge a Daily Customer Fee (for thirty (30) ca lendar days) and all existing recurring charges excluding state and local sales taxes and the State Miscellaneous Gross Receipts Tax reimbursement. The average price for electric se rvice reflects the  applicable Energy Charge the applicable Daily Customer Fee (for  thirty (30) calendar days) and  all existing recurring charges  excluding state and  local sales taxes and the State Miscellaneous Gross Receipts Tax  reimbursement.What other fees may I be charged?,  , Upon expiry  of the term you can  choose another product with us or choose another electricity provider.   We will notify you at least thirty (30) calendar days (or one b illing cycle) prior to the end of the initial term with a contra ct expiration notice. If you take no action your service will automatically continue under  a variable priced month-to-month plan with no cancellatio n penalty. ,,,,2,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,77456,YEP,YEP Saver Fixed Autopay E-Plan,12.4 cents,11.2 cents,10.6 cents,Fixed,24 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/YEP-2.pdf,Terms of Services/YEP-2.pdf,https://enroll.yepenergy.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLF24PTC&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLF24PTC&lang=en,(866) 937-5937,) Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring  fees as charged by your TDSP as of May 23 2017.  We intend that all  non-recurring fees will be disclosed prior to submitting any transactions that would g enerate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?,  ,) Term & Renewal:  Your service will begin on your next mete r read cycle date (your   Please call or contac t us via email or online at the above info rmation to renew your service once or befo re your term approaches expiration.  Plea se see the Automatic Continuance  section for provisions governing  your price and serv ice after expiration  of your initial term. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checking or savings accounts or ( ii) charges to your credit card then  YEP may debit your bank account (or charge your credit card) on  or after the third day after the date of the invoice) Automatic Continuance:  After the expiration of your Agreement  YEP will send you an Expira tion Notice at least 14 days prior to the end of your Term.) Consent to Contact Via Text Email Automatic Phone Dialing and the Use of Pre-Recorded Voice Systems:  To further YEP ,,,$3.00,5,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,77456,CONSTELLATION NEWENERGY INC,12 Month Usage Bill Credit ,15.7 cents,11.3 cents,11.8 cents,Fixed,12 months,$50.00,S. $50  Yes but only for the very limited reasons described below.,16%,PDFs/CONSTELLATION NEWENERGY INC-1.pdf,Terms of Services/CONSTELLATION NEWENERGY INC-1.pdf,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01PNA,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01HFN,(855) 797-8465,  TOS - 01HFNCustomer is responsible for all regulatory charges taxes duties fees levies premiums or any other charges of any kind whether direct or indirect relating to the sale purchase or delivery of electricity together with all interest penalties or other additional amounts imposed including but not limited to gross receipts tax PUCT Assessment sales tax consumption tax use tax value added tax kWh commercial activity or other privilege tax and any other tax (whether in effect as of the effective date of this Agreement or thereafter) imposed by any governmental entity. Additional Charges & Fees:  Constellation will charge a one-time late payment penalty of 5% for each delinquent month’s charges that remain unpaid after the close of business on the bill due date.  What other fees may "  See Additional Charges & Fees section of the Terms of Service Agreement for a full listing of non-recurring charges.,  , Term & Renewal:  This Agreement shall commence on the date of the initial meter reading by the applicable TDU and continue for the period indicated in your Authorization and For term products (non-month to month products) a contract expiration notice will be sent at least thirty (30) days prior to the end of the Initial Term. ,,9.5,4.3557,3,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,77456,PAYLESS POWER,SmarTricity Transparent 12 - Prepaid Plan,17.8 cents,13.5 cents,11.4 cents,Fixed,12 months,$40.00, ,0%,PDFs/PAYLESS POWER-2.pdf,Terms of Services/PAYLESS POWER-2.pdf,https://paylesspower.com/?affiliate=487447,https://paylesspower.com/files/31_3_eng.pdf,https://paylesspower.com/files/TOS_2_Prepaid_English.pdf,(855) 781-6967,  Nonrecurring TDU charges - We will charge  your account for any nonrecurring fees and  charges passed through from the TDU for se rvices they  provide at your service location.  Any non-recurring fees will be itemized separat ely on the Summary of Usage and Payment.  During such times we will continue to provide el ectricity to you but your account will accumulate additional charges and accrue a  negative current balance. The average price for electric service reflec ts the Energy Charge a Daily Customer Fee (for thirty (30) ca lendar days) and all existing recurring charges excluding state and local sales taxes and the State Miscellaneous Gross Receipts Tax reimbursement. The average price for electric se rvice reflects the  applicable Energy Charge the applicable Daily Customer Fee (for  thirty (30) calendar days) and  all existing recurring charges  excluding state and  local sales taxes and the State Miscellaneous Gross Receipts Tax  reimbursement.What other fees may I be charged?,  , Upon expiry  of the term you can  choose another product with us or choose another electricity provider.   We will notify you at least thirty (30) calendar days (or one b illing cycle) prior to the end of the initial term with a contra ct expiration notice. If you take no action your service will automatically continue under  a variable priced month-to-month plan with no cancellatio n penalty. ,,,,2,
12/13/2019,TX,AEP TEXAS CENTRAL COMPANY,77456,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,12.2 cents,11.0 cents,10.4 cents,Fixed,36 months,$175.00,Yes $175 unless you move during the Term as setforth in your Terms of Service or unless your serviceis terminated for a reason permitted by your Termsof Service.,16%,PDFs/SOUTHWEST POWER & LIGHT-2.pdf,Terms of Services/SOUTHWEST POWER & LIGHT-2.pdf,https://enroll.southwestpl.com,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF36PTC&lang=en,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF36PTC&lang=en,(866) 941-7975,  Non-Recurring Fee Schedule of the TDSPs :  The table below itemizes the standard non-recurring fees as charged by your TDSP as of May 23 2017.  We intend that all non-recurring fees  will be disclosed prior to submitting  any transactions that would generate such non-recurring fees.Disclosure ChartWhat other fees may I becharged?,  ,    Term & Renewal:  Your service will begin on your next meter read cycle date (your    Please call or contact us via email or online at  the above information to renew your service once or before your te rm approaches expiration. If you elected to  authorize monthly payment of your invoices via automatic recurring  (i) withdrawals from your checki ng or savings accounts or ( ii) charges to your credit card then  Southwest may debit your bank account (or charge your credit card)  on or after the third day after the date of the invoice  If you authorized the monthly payment of your invoices via automatic  recurring (i) withdrawals from your checking or savings ac counts or (ii) charges to your credit  card you also hereby agree and irrevocably grant your express writt en consent permitting Southwest to transfer or assign such  consent and authorization to any  assignee under any assignment permitted under this paragraph.  Automatic Continuance:  After the expiration of your Agreement   Consent to Contact Via Text Email Automatic Phone Di aling and the Use of Pre-Recorded Voice Systems:   To further Southwest ,,,$3.00,5,
